total_games,100000000
state,p1_wins,p2_wins,draws
120100212,19748,0,39769
210002010,88233,30854,13349
210012010,79563,0,0
010101220,33167,46693,0
010101222,0,59704,0
212000010,96599,35137,0
212100010,45696,32928,0
220201101,49767,10060,0
221201101,59667,0,0
022100101,39608,39650,0
022100121,29683,29729,0
122100121,59469,0,0
110020020,97262,22390,13322
110021220,29600,29721,0
110021221,39587,39654,0
112021221,0,118882,0
101000202,59632,33269,39812
101001222,0,59680,0
221010100,79359,0,0
020120211,19691,19851,19766
022121211,0,118462,0
002011002,96605,8857,26366
012011002,59783,6542,13136
012002110,39576,40283,0
012202110,40156,19938,0
012202111,59614,0,0
012020011,33071,45818,0
012220011,29711,29440,0
212100201,39347,19943,0
212100211,39199,39703,0
101021212,39771,0,39521
200121000,30808,88124,13226
201121000,33052,46190,0
221121000,29802,29428,0
221121001,59733,0,0
001102102,65966,13365,0
001122102,39902,19788,0
201122112,0,118689,0
110012002,39932,39434,0
110212012,59735,0,0
021001020,90432,42032,0
021001021,79518,0,0
010100212,45939,33351,0
010102212,49475,9820,0
010112212,59555,0,0
212221011,159369,0,0
010221210,19983,39779,0
010221211,0,79556,0
100210020,110517,8854,13173
110210020,59107,6627,13051
110212020,59337,0,0
111212020,59408,0,0
211021000,33277,46278,0
000000112,156032,180522,59681
000200112,56724,35298,39726
001202112,39950,19804,0
101202112,39855,39996,0
010210012,78796,0,0
020012110,59768,19797,0
020012112,39656,19697,0
122210101,59050,0,0
020010121,66014,13129,0
020210121,59227,0,0
020211121,79152,0,0
010120002,48513,83887,0
010120012,13205,65907,0
010120212,19662,39554,0
011122212,158599,0,0
010022100,52866,66254,13273
011022100,19892,46680,13198
011022102,29719,29555,0
011022112,0,79324,0
011222112,0,119680,0
002100012,52813,79127,0
002101012,46281,33280,0
002101212,39596,19743,0
002111212,59579,0,0
020010112,39959,26509,13225
220010112,39915,19923,0
221010112,59740,0,0
001221121,59850,0,0
012200001,74825,30952,26338
012200101,46571,6684,26208
102012100,46407,32858,0
102012120,49338,9955,0
112012120,39788,39642,0
112012122,0,119093,0
000002101,291606,65930,39988
002002101,110081,8774,13309
210020001,61584,30856,40006
211020201,29848,9997,19938
211120201,39389,0,39642
211120221,158257,0,0
020002101,114308,17620,0
021002101,59454,19591,0
021202101,49776,9943,0
121202101,39865,39690,0
121222101,0,118744,0
200001001,222954,134500,39725
220001001,79245,52661,0
220101001,39879,39692,0
220121001,29838,29761,0
220121101,0,78944,0
101000200,251453,66219,79842
101000221,72626,6534,0
101020221,49356,9778,0
101021221,59304,0,0
200100010,182815,174938,39418
200100210,70378,35266,26527
201100210,39428,13254,26711
221100210,39344,0,19808
221100211,39515,0,39733
101000122,72973,6643,0
121000122,49950,9785,0
121010122,59632,0,0
121200000,83835,22014,26335
121200001,59482,19791,0
121202001,39730,19865,0
121202011,39810,39504,0
221100001,59428,6636,13390
221100021,50012,9824,0
221110021,79334,0,0
221112021,158979,0,0
000122011,39790,13286,26395
200122011,40026,0,19999
212101200,39726,20115,0
212101210,39894,39509,0
212101212,158793,0,0
212111212,158793,0,0
101021202,29898,9905,19650
101121202,0,39707,39573
020101201,53100,26367,0
120121201,0,79111,0
200201110,59601,19656,0
200201112,39748,20021,0
201201112,39871,39756,0
021120120,0,59564,0
202011010,39875,39696,0
202211011,0,79307,0
222211011,0,118956,0
001002120,101126,17793,13242
001012120,79131,0,0
001011222,0,60065,0
000101220,77101,55250,0
001101220,39758,40081,0
220100211,19950,19831,19679
220101211,39783,39697,0
000102102,86200,46421,0
021102102,59579,0,0
200110210,59172,6461,13259
200110212,59001,0,0
200111212,59386,0,0
100001221,59381,19743,0
120001221,49582,10021,0
101002012,59626,6683,13144
101022012,49364,9856,0
111022012,59543,0,0
212110000,59375,6518,13049
212110020,40276,0,20001
210110022,49626,9981,0
210110122,79666,0,0
002100120,88084,17474,26528
102100120,79155,0,0
010100122,59544,19821,0
010102122,49855,9831,0
100010212,46240,6472,26529
120010212,19825,0,39500
120200100,83984,22021,26618
121220100,0,39793,19929
121220101,0,79241,0
012210001,59092,6713,13194
212210001,29873,9962,19783
212210011,59696,0,0
000111022,79891,0,0
100000212,70098,21912,39742
112102210,0,79338,0
002110102,39478,39492,0
202021101,29554,10009,19647
202121101,0,40001,39797
222121101,0,118997,0
012200011,53026,26529,0
212200011,49365,9796,0
012010120,26635,13364,40128
012210120,19873,0,39443
112210120,39561,0,39664
112210122,0,0,158601
010010002,263203,114378,19724
010010022,61706,57118,13322
011010022,46186,32885,0
011012022,49601,9747,0
111012022,59175,0,0
110020021,46423,19850,13085
010001220,66112,66489,0
011001220,39910,39540,0
011201220,39466,19963,0
011211220,0,79685,0
220010010,61797,57385,13244
220010011,19651,46443,13252
222010011,0,59962,0
021002001,84115,22176,26542
021012001,66109,0,13153
021012021,59717,0,0
121012021,59766,0,0
121021020,0,59816,0
000000211,156440,180703,59797
020000211,70519,35319,26263
010110022,33169,45983,0
211110022,39605,39706,0
100022001,53016,66328,13367
100122021,49760,9768,0
121010002,39346,13061,26354
101202102,50068,9988,0
111202102,59273,0,0
200001102,70735,61275,0
200101102,32868,46358,0
200121102,0,59665,0
001022100,52846,66249,13053
211001220,30066,29758,0
211101220,39672,40234,0
001200210,66271,53030,13275
101200210,59734,6673,13269
101220210,49910,9943,0
001002112,53038,26635,0
001210002,101746,17569,13193
101212012,79506,0,0
121212012,159451,0,0
101010220,46458,33003,0
101012220,49412,10007,0
101012221,59781,0,0
100012012,33264,32851,13287
100012212,29703,9922,19961
100112212,0,39799,39556
102112212,0,119064,0
101202000,99170,33204,0
121212001,59494,0,0
021100201,46513,6574,26446
021120201,29703,9820,19925
200100211,26469,26182,26189
220110211,0,39713,39618
222110211,0,118404,0
100000201,271715,105650,19920
100002201,97954,21682,13067
100102201,52687,13230,13147
100102221,59906,0,0
101102221,79625,0,0
021001122,39754,20070,0
021121122,0,118782,0
000211201,46491,32857,0
200211201,0,59000,0
012001102,39478,13233,26470
012201102,19823,0,39854
112201102,0,0,79395
112201122,0,0,158681
000110212,59628,6597,13067
000112212,29785,10104,19715
011221002,39856,19772,0
211221102,0,119066,0
012120112,0,79282,0
012122112,0,118815,0
001020012,44281,61595,26334
011020012,33193,46624,0
020102010,74609,17640,39295
120102010,46037,6520,26237
120102210,19861,0,39671
121102210,0,0,79087
201000112,39700,39565,0
201002112,39957,19767,0
201012112,59685,0,0
022210111,59518,0,0
120001002,61933,17558,52941
120101002,53139,13212,13328
202001100,48515,57021,26288
202211100,19837,19976,19827
020021010,70622,34807,26440
120021010,39418,13227,26458
122021010,39543,20049,0
122121010,39662,39891,0
122121012,158629,0,0
010210002,101523,17879,12988
110210002,52965,13378,13326
121000221,49132,9734,0
102210001,78902,0,0
001021021,79620,0,0
000122100,97258,22066,13278
010122100,46029,19656,13360
112020012,0,39696,19844
112020112,0,39691,39534
210000112,33212,46237,0
211200112,39544,39843,0
211202112,158925,0,0
211212112,158925,0,0
002021101,33071,19822,26212
212021101,39688,0,39588
212021121,0,0,158594
010220011,19517,59554,0
010220211,0,59959,0
021020001,77179,42129,13253
121020001,20088,46565,13289
121020021,0,60215,0
102010002,53023,52619,26297
102011002,46244,6609,26425
102211002,19972,0,39462
010221001,46151,19895,13340
001122001,26600,13054,39694
201122001,19832,0,39392
102020110,52877,13070,13154
102220110,29638,9806,19797
102221112,0,0,158779
010200211,20019,59636,0
200012112,49708,9745,0
200112112,39989,39603,0
100120012,46313,19854,13323
120120012,39616,0,19667
120121012,39452,0,39559
201021100,32554,45885,0
221021100,29671,29482,0
011022000,59283,46385,26887
011022001,19803,32831,26436
211022001,0,19669,39649
211022011,0,39582,39736
211222011,0,118920,0
001102002,96991,22080,13272
001102122,59565,0,0
011102122,79765,0,0
201002001,57795,21748,52928
201002011,33238,19497,26487
201202011,30041,29289,0
201202111,59844,0,0
121012012,39567,0,39584
121012212,0,0,158889
120110200,59192,6581,13300
120110202,29680,9911,19727
121110202,0,39367,39989
121110222,0,118433,0
000021021,59524,46589,26257
100021221,29823,29625,0
000012120,110341,8769,13192
202101102,29640,29813,0
202101112,0,79460,0
202121112,0,119451,0
000101221,59655,19989,0
012101221,39942,39445,0
212101221,159326,0,0
220021011,49578,9870,0
220021111,59409,0,0
211022101,0,39841,39750
212011201,39747,39852,0
212211201,0,119283,0
012201000,57280,22159,52753
112201000,26363,13270,39431
112221210,0,118765,0
200110020,97249,8849,26556
200110221,39468,0,19771
202010101,19439,33146,26319
202012101,29584,9877,19606
212012101,39443,0,39449
110200120,46356,6603,26420
112200120,19896,0,39504
112200121,39773,0,39919
010002210,88220,30806,13355
010012210,79474,0,0
210012201,29560,9757,19928
211012201,0,39285,39697
211212201,0,118692,0
211000102,39831,39802,0
211002102,39519,19989,0
211012102,59482,0,0
121001002,13446,26456,39400
121021002,0,19945,39794
121121002,0,39703,39734
100012120,72395,6611,0
120012120,59272,0,0
120112120,59785,0,0
020011210,46269,19921,13305
020011212,39731,0,19737
021011212,39936,0,39648
021211212,0,0,157931
122201100,39808,0,19898
122201110,39444,0,39351
120020112,39907,0,20011
120021112,39571,0,39489
122021112,158442,0,0
210110200,58958,6549,13310
210112210,59389,0,0
021112102,59601,0,0
210101200,46290,33164,0
210121200,19803,39478,0
102102010,33376,46157,0
102102210,19835,39745,0
112102212,0,118905,0
100112002,19741,46447,13079
100112022,29873,29624,0
100112122,59959,0,0
020201001,115284,17684,0
021201001,79343,0,0
021100020,78781,52671,0
021110020,72501,6615,0
021112020,59094,0,0
021112021,79399,0,0
201220011,39844,19817,0
211220011,0,79645,0
101210202,29846,10025,19507
101210212,40024,0,39393
010102012,33187,46558,0
210102012,29685,29843,0
210112012,59835,0,0
102010200,114802,17490,0
102110200,59503,19728,0
122110200,59348,0,0
122110210,79446,0,0
122110212,158862,0,0
000210211,46289,32912,0
200210211,0,59576,0
202100100,35051,70373,26316
202100110,19881,59381,0
012010200,114681,17753,0
112010200,59608,19937,0
112010202,29592,29645,0
220120101,30116,29499,0
220120111,59670,0,0
200211100,52580,13111,13042
200211102,59759,0,0
201211102,59706,0,0
001001212,26597,26402,26314
201001212,19890,39843,0
201101212,39707,39590,0
201121212,0,118552,0
011220210,29509,29731,0
111220210,59604,0,0
110202012,39747,19875,0
110202112,0,79233,0
120000120,99211,33365,0
121000120,46191,32829,0
121200120,39666,19732,0
121210120,60032,0,0
210002100,75156,30968,26560
210012100,59989,6575,13302
210212110,59507,0,0
211002201,0,19580,39731
211002211,0,39568,39571
100012102,46108,32927,0
100212102,39396,19331,0
110212102,39912,39366,0
110212122,159450,0,0
111212122,159450,0,0
012121000,13212,53201,13215
012121020,19971,19957,19734
012121021,0,40099,39795
012121221,0,119235,0
000002011,251097,85901,59389
002002011,110177,21845,0
202010011,39733,39812,0
122000101,72670,6698,0
122020111,59483,0,0
201010002,114476,17415,0
201110002,72280,6678,0
201110202,49560,9998,0
211110202,39309,39583,0
002120001,48388,70609,13351
102120001,33408,46018,0
011020102,33149,46289,0
001000221,110126,8988,13355
001100221,59202,6633,13277
201100221,39583,0,20028
201101221,59210,0,0
001210212,30111,9959,19790
011021020,59968,19933,0
011021220,49822,9886,0
011021221,59819,0,0
110021202,29804,30003,0
112121202,0,119039,0
210112201,39793,0,39950
000112002,62032,57446,13102
100112202,0,39971,19742
221111200,60032,0,0
200010001,194219,123777,79258
202110001,33021,33231,13037
222110001,0,59633,0
020101200,88342,30933,13248
100210002,75189,17651,39514
110002210,53185,26429,0
110022210,29671,29808,0
110022211,0,79244,0
000201201,86533,46521,0
000201211,33243,46336,0
020201211,49612,10098,0
021201211,59227,0,0
210201100,53026,13413,13205
210201120,39581,0,19979
210201121,39509,0,39635
010102200,75555,30483,26359
211102200,19848,0,39385
211102201,0,0,79372
221010000,110683,8866,13290
001200001,281865,114463,0
021200001,114928,17619,0
021200011,66218,13031,0
221210011,39480,39877,0
002012010,90668,41589,0
002012110,39549,39747,0
002212110,49357,9862,0
002212111,59595,0,0
010222110,0,59810,0
122100010,59620,19962,0
122100210,39479,19821,0
122101210,39246,39720,0
122121210,0,119328,0
020010010,216724,101629,79160
020012010,83783,22107,26302
120012010,52932,13379,13146
120212010,59657,0,0
120212011,59692,0,0
122120010,39388,20155,0
100002012,66436,53056,13268
121002012,39968,0,19895
100120102,79167,0,0
211102012,39719,39722,0
021201000,96832,8869,26244
021211000,59571,6554,13160
021211002,39598,0,20051
000211221,49561,9948,0
001211221,59418,0,0
012112000,33080,32998,13243
012112020,19903,19912,19802
012112120,0,39547,39947
120000102,96962,8715,26633
120002112,50098,9898,0
200110002,114560,17756,0
212110201,78906,0,0
000120012,44192,75249,13117
202110121,0,39469,39866
110122021,79729,0,0
011022021,29863,10028,19839
102122010,29975,29593,0
102122011,39779,39777,0
122122011,159223,0,0
122122111,159223,0,0
101200200,110125,8879,13433
101201200,60000,6684,13329
101201202,29888,9969,19982
101201212,40059,0,39794
121201212,0,0,159212
112020010,0,65691,13120
021201120,49785,9955,0
121201120,39635,39862,0
010201102,39962,13278,26396
110221102,39716,0,39605
000012112,46168,32871,0
202000101,59620,32870,39602
212000101,39793,0,39599
212200101,39836,0,19685
121021200,29939,9898,19866
121021201,59775,0,0
002200110,88409,17330,26682
002210110,53506,13090,13312
202210110,50194,10063,0
202210111,59520,0,0
220100010,62054,57425,13311
221100010,52880,13135,13391
001120201,46035,6594,26387
020010120,123779,8713,0
021010120,79372,0,0
200002101,97208,8651,26515
200002111,79847,0,0
020102100,114800,17597,0
020102110,65696,13261,0
221102110,79516,0,0
221122110,158977,0,0
201010210,33059,33360,13232
201010212,49641,9772,0
201110212,79245,0,0
221110212,158099,0,0
010101022,33197,46430,0
001020112,13249,52658,13040
100012020,114942,17360,0
100012122,49478,9916,0
101012122,59660,0,0
022101100,39786,39462,0
222101100,0,59508,0
101020102,53341,13179,13268
101220102,29960,9694,19838
111220102,59532,0,0
200020101,87937,17688,26564
201020101,52842,13383,13107
201220101,50067,9907,0
121010022,39625,19790,0
121011222,0,119301,0
200102001,57441,8952,66171
200102011,46458,6643,26650
120010020,123281,8834,0
120010021,79590,0,0
010210000,290998,66456,39616
010210200,90334,41840,0
010211200,33279,46116,0
012211200,49620,9889,0
012211201,39470,39550,0
100022121,29912,29700,0
100122121,59712,0,0
002011210,66407,13152,0
002211210,49952,9857,0
102211210,79288,0,0
122211210,159048,0,0
112020210,0,59125,0
011220010,19937,59298,0
011220012,29725,30057,0
011221012,39300,39838,0
100212000,123113,8850,0
101212000,78556,0,0
101212212,158801,0,0
111212212,158801,0,0
201210210,0,59593,0
012000201,70350,61083,0
012000211,33319,46266,0
012020211,0,59504,0
201102001,26553,0,52930
221102001,39522,0,20048
221112001,39802,0,39840
202100001,48459,57309,26452
202110021,29658,9836,19723
212110221,158859,0,0
120110002,52703,13030,13086
121110022,39450,39393,0
200112001,26316,13377,39554
200112201,19753,0,39383
200112211,39761,0,39714
202112211,158997,0,0
220110210,29811,9965,19710
221110210,39288,0,39495
021010212,19699,0,39515
221011212,159026,0,0
020011120,72718,6502,0
022011120,49520,9799,0
022111120,59400,0,0
021102100,72913,6501,0
021122100,49562,9938,0
210122001,19701,0,39604
210122101,39611,0,39913
000100122,110405,22123,0
000110122,72124,6625,0
020110122,58718,0,0
210010120,52629,0,26212
210012120,40027,0,19872
211012120,59772,0,0
200101210,46306,33302,0
200101212,39648,19970,0
210101212,39722,39699,0
002021121,0,19713,39733
102021121,0,39588,39858
212102010,49276,10039,0
010002100,214026,143477,39756
010202100,79505,53000,0
200010021,74813,17774,39736
200010121,40073,13270,26525
220010121,39887,20025,0
220110121,39729,39941,0
012100200,61890,70955,0
011200020,114728,17485,0
111200020,78847,0,0
210021001,46331,19564,13356
012010021,53123,0,26714
012010221,59307,0,0
012110221,79467,0,0
012112221,158313,0,0
010202010,79407,53205,0
010202110,39800,39587,0
112202110,0,79597,0
112202112,0,118961,0
221002011,39993,0,19852
221012011,39928,0,39581
221212011,159620,0,0
221212111,159620,0,0
201110221,39729,0,40063
201112221,0,0,159348
101012202,30115,9796,19785
101112202,0,39291,39879
012021120,19970,0,39611
112021120,39678,0,39458
112021122,159245,0,0
020101000,222847,154199,19893
020101020,79682,53207,0
120101022,39543,19958,0
110102002,39609,39603,0
111102022,59637,0,0
001210200,66381,53118,13123
011002212,59349,0,0
011012212,59740,0,0
120000211,52683,13096,13195
122000211,39741,20046,0
122001211,39584,39707,0
222100011,0,59650,0
221100000,96683,21912,13348
221111020,59664,0,0
210110212,58832,0,0
120022110,49347,9811,0
120022111,59513,0,0
002011102,46496,6729,26571
002011122,39410,0,19860
102011122,39635,0,39759
211122001,0,0,79532
010022011,19718,46284,13237
210022011,29642,10139,20226
211022211,0,0,158573
110202100,33166,46400,0
112202100,19828,39942,0
120201021,49668,9761,0
121201021,59414,0,0
010002021,83824,8823,39921
001020210,61846,30973,40093
201121210,39557,39593,0
012010002,77369,41761,13140
012010012,79605,0,0
120112002,29857,9862,19853
102002101,72509,6621,0
102202101,49356,9890,0
102202111,59383,0,0
000220011,76752,55319,0
000221011,59184,19819,0
000221211,29851,29965,0
102120010,32916,46498,0
112210200,59533,0,0
112210201,59444,0,0
222211110,0,118825,0
021221100,29570,10110,20011
021221110,39468,0,39673
002021010,44357,75015,13356
002021011,32857,46082,0
202021011,29694,29725,0
212021011,40266,39602,0
212021211,0,118996,0
110200200,109993,21825,0
110202201,49575,9931,0
111202201,59742,0,0
100212010,72379,6724,0
100212210,59546,0,0
110212210,59629,0,0
200101120,33069,32991,13213
200101122,39815,19880,0
201101122,39577,39691,0
100022010,52608,66498,13202
100022011,19788,46578,13259
100022211,0,39613,19838
100122211,0,39532,39653
120122211,0,0,158194
120022101,39729,19820,0
021202110,49959,9812,0
021212110,59749,0,0
100020201,48385,70634,13118
101020201,52815,13036,13097
012201010,46150,19707,13219
012211210,59476,0,0
000012021,106089,0,26511
001012021,66026,0,13166
201012021,39746,0,19895
201012121,60198,0,0
021000102,97356,21761,13485
021120102,29764,29749,0
021121102,0,79309,0
221121102,0,118722,0
000102121,46267,6620,26321
000122121,29704,9860,19968
020011102,59620,6614,13106
220011102,49766,9968,0
220111102,59526,0,0
102200001,97024,21981,13245
102200011,59300,19994,0
102200211,39567,19819,0
112200211,39504,39672,0
112220211,0,119324,0
100100200,156387,181682,59718
120100200,57180,35619,40042
121102212,0,0,158220
100221001,46161,19861,13192
102221001,20142,19900,19715
112221001,0,39791,39864
001201212,19761,19760,19870
000201012,57666,22131,52847
010201012,46397,19914,13220
010201212,49449,9952,0
110201212,79501,0,0
101200102,59722,6537,13142
101200122,59221,0,0
111200122,59395,0,0
010120201,26417,39466,13316
010121221,39737,39691,0
102012012,0,59303,0
011200120,72876,6689,0
011220120,49341,9980,0
011220121,39562,39899,0
210210001,33074,33223,13278
011020201,52918,13350,13133
011022201,29887,9956,19612
201021001,79527,0,0
202210011,39915,19676,0
100122000,97423,22044,13321
110122000,59310,19777,0
110122002,49627,9759,0
110122012,39747,39365,0
112122012,0,118643,0
011121022,0,80046,0
011121222,0,120011,0
012010020,71210,22362,39974
012210121,39763,0,39893
012100020,75421,31159,26458
112100020,46165,33025,0
112100022,29555,29809,0
112100122,59203,0,0
201002211,0,19739,39532
020120011,46109,20103,13214
220120011,49786,10034,0
220121011,39795,39699,0
212120112,0,118875,0
100012201,79649,0,0
020011122,59296,0,0
020111122,59187,0,0
210211002,49796,10191,0
211211002,39366,39893,0
211211022,158340,0,0
001100200,182845,94925,118571
201100200,70336,21971,39466
211100200,26219,26393,26348
102000102,59973,32826,40000
102000112,19750,32844,26595
102200112,0,19404,39698
102210112,0,39670,39656
202100101,19858,33056,26342
202120101,29850,9999,19657
212120101,39741,0,39422
002101020,87704,30751,13074
002111020,79315,0,0
211102000,26644,13194,39817
211122000,0,19923,40058
210010002,114877,17502,0
210211102,79829,0,0
000220111,79741,0,0
121210012,39915,0,39568
021010200,74894,17687,39880
021110200,46364,6594,26346
021110202,29980,9857,19773
021110212,39612,0,39429
001200120,114732,17768,0
001210120,79020,0,0
100010200,282609,75247,39746
100012200,100763,17680,13244
100012210,59534,6660,13182
120100002,87901,17541,26341
120100012,46298,6697,26461
120012001,79717,0,0
200100012,61417,70844,0
200110012,66252,13384,0
000211002,70369,22253,39473
001211002,39699,26604,13251
201211002,39584,19458,0
112020001,13271,52820,13203
112020201,0,59353,0
011220001,39704,39906,0
011220201,39792,20206,0
011221201,59580,0,0
100002001,282824,95040,19749
110002201,59713,19797,0
110202211,40027,39722,0
021010020,123728,8684,0
121210021,58643,0,0
001020121,20185,46654,13131
201020121,29867,9882,19689
021100200,61867,17577,52907
021100210,26130,0,52737
021100212,19734,0,39891
112020000,30944,74885,26297
112220010,0,39968,19824
101200021,66061,13122,0
101222121,0,119202,0
120110020,72604,6495,0
120110220,49554,9937,0
121110220,39768,39673,0
121112220,158883,0,0
220011010,33113,46373,0
220011210,29727,29982,0
112200010,33069,33243,13169
112200210,39409,19864,0
112210210,59282,0,0
200201121,39977,0,19876
200211121,40015,0,39852
220211121,158736,0,0
221211121,158736,0,0
121021210,39467,0,39448
121221210,158113,0,0
112000200,57454,74597,0
112001202,19822,39590,0
112011202,39632,39520,0
112011222,0,118641,0
002101210,32993,45909,0
022101210,29745,29626,0
002012001,110371,8929,13372
002112201,59727,0,0
220100100,61551,70325,0
220101100,19839,59848,0
212110200,59171,0,0
102121000,32915,46385,0
102121200,0,59469,0
101112220,39793,39874,0
101112222,0,118690,0
102100002,77189,55051,0
102101002,59671,19558,0
122101002,60205,0,0
122101102,59496,0,0
020001001,263217,134096,0
020021001,77782,54598,0
021021001,79565,0,0
121210020,59519,0,0
000012210,97741,8918,26592
012121120,39696,0,39399
012210112,59991,0,0
201111202,59491,0,0
002120100,88360,31050,13184
102120100,79039,0,0
120000210,66453,13195,52731
121002210,19716,0,39740
121002211,39375,0,39948
121022211,0,0,159309
102101202,29783,29600,0
102111202,59231,0,0
012211002,39679,0,19597
012211102,39925,0,39635
001021200,87988,30943,13408
011021200,52803,26455,0
211021200,29760,29664,0
211021212,0,119289,0
101022100,39448,39623,0
101022120,39592,20031,0
101122120,59655,0,0
020101021,40174,39775,0
020101221,49733,9985,0
021101221,59364,0,0
011202120,49565,9771,0
011212120,59698,0,0
121221000,29690,9958,19908
121221001,59588,0,0
201122010,19679,19694,19832
201122110,39602,39393,0
010012020,83741,22217,26350
110012020,59510,19634,0
110012022,29541,29373,0
110112022,0,79121,0
112112022,0,119324,0
220000110,85656,45841,0
220010110,46471,32835,0
220210110,49652,9891,0
220211110,39785,39408,0
102210010,59227,6601,13107
102210210,59336,0,0
102210211,59748,0,0
010112202,29673,29552,0
011112202,40051,39416,0
011112222,0,118515,0
212020011,39652,19790,0
001201021,79460,0,0
210201010,32674,46352,0
210221010,19635,39759,0
211221010,0,79325,0
022100100,79232,52674,0
110102200,46448,33122,0
110102202,29588,29771,0
110112202,0,79582,0
010120020,70273,35269,26353
010120120,39612,13415,26312
010122120,39443,0,19748
120020010,69909,22264,39944
120020011,46105,19906,13145
101210022,49885,9927,0
111210022,59727,0,0
201221100,39607,19638,0
010002201,74929,30931,26698
012102201,39843,19644,0
202001001,35290,70358,26450
212001001,26515,26172,26323
212001021,19901,0,39787
102002110,39605,39414,0
102022110,39846,19853,0
102022111,59664,0,0
210101220,49649,10055,0
012120001,26428,39670,13132
012122001,39741,20222,0
211002000,57557,35054,39603
101222010,0,59512,0
012002101,59937,6506,13330
020200101,114540,17679,0
020201101,66443,13198,0
220211101,39579,39818,0
100121002,32907,32792,13166
120121002,29582,9978,19883
120121212,0,0,158614
000212010,123234,8842,0
210200211,0,59486,0
110022120,49523,9891,0
110122120,59396,0,0
210020101,46363,6718,26607
212020101,39601,0,19949
212120121,0,0,158305
012001122,39527,0,19890
112001122,39561,0,39499
112010020,39825,26727,13003
112010220,39787,19990,0
112110220,39866,39932,0
112110222,0,119334,0
021210210,20107,19865,19816
021212211,158624,0,0
101000022,90668,41639,0
101100022,39632,39515,0
121100022,29401,29579,0
012020112,0,39733,19696
200101002,70474,61723,0
200101012,32800,46449,0
202101012,29822,29750,0
212101012,39590,39695,0
002120110,53105,26394,0
000112102,46669,32919,0
012201201,19694,39475,0
112201201,39718,39759,0
010121200,13169,65565,0
012121212,0,118978,0
221010210,19665,19944,19858
100200102,57386,21750,52365
100200112,13169,26286,39405
120210112,39684,0,39531
120210102,39596,0,19893
000112201,53032,0,26309
201112201,0,0,79174
221102010,39682,0,20099
021012121,59141,0,0
000121012,13033,53050,13249
002121012,19535,39971,0
121001221,59511,0,0
022011102,29796,9944,19776
022111102,59659,0,0
010020021,70820,21916,39583
010022121,19849,19852,19788
110022121,39360,39561,0
001201012,26288,26615,26302
021201012,19799,0,39686
021211012,39867,0,39686
200010210,77021,41857,13170
210010210,79350,0,0
012022101,49546,9894,0
120010012,26352,13325,39830
120210012,19655,0,39366
120212112,159208,0,0
012210021,40013,0,19829
120200211,59251,0,0
121202211,158709,0,0
122100012,49654,10093,0
122101012,79484,0,0
210122100,19666,19978,19880
000122110,59552,19525,0
001001220,79338,53079,0
012000012,59750,59201,13051
012000112,19768,46329,12873
012200112,29783,9920,19662
112200112,0,39346,39404
221010001,59807,6761,13272
202110211,39889,39198,0
001012012,65929,0,13279
021012012,39823,0,19716
021012112,60014,0,0
002210211,49941,9887,0
201000012,70741,61961,0
201010012,73018,6536,0
221010012,59655,0,0
221110012,79008,0,0
101002120,65730,13385,0
121002120,49446,9947,0
112000102,19836,32989,26412
112000122,29648,9921,19520
211201000,33253,46187,0
211201200,0,59718,0
000010221,109532,8690,13133
000110221,65839,0,13225
000112221,39809,0,19972
210011200,39660,39534,0
210011220,29828,29812,0
211011222,0,118657,0
200111002,79381,0,0
021020011,59705,6690,13136
120020101,39720,39623,0
201202101,49692,10013,0
211202121,158667,0,0
012112122,0,118780,0
112010002,19684,45968,13132
102112002,0,59795,0
011112220,0,39619,39709
100010221,79306,0,0
020011020,122963,8903,0
020211120,59340,0,0
200010102,114585,17709,0
112122000,29483,29795,0
010012021,52889,0,26311
112212120,159208,0,0
221201100,59455,0,0
102001020,74746,30821,26374
102001120,46515,6780,26476
122211120,159025,0,0
120000021,88377,44044,0
120001021,46227,33117,0
120211021,59339,0,0
100102021,72913,6442,0
120102021,49093,9911,0
122112000,49865,9979,0
122112001,59817,0,0
120001102,46160,6556,26410
120001122,49585,9987,0
121001122,39834,39667,0
001120012,26355,39628,13150
021120012,20112,19647,19670
121120012,40077,0,39643
022000110,76998,41953,13154
022001110,33161,33026,13119
222001110,0,59207,0
000210210,86119,33088,13245
100210210,66501,0,13082
120210210,39882,0,19812
022102101,49496,9805,0
122102101,59444,0,0
200020111,79444,0,0
010002121,39689,13330,26594
010202121,39798,20073,0
010212121,79621,0,0
212120100,19836,19794,19569
000201102,66360,13259,52789
001201102,52853,13428,13331
001201122,59291,0,0
101201122,79167,0,0
011210020,59934,19643,0
011210220,30181,29827,0
212210101,39491,0,39485
000011020,290634,66000,39700
000011220,90380,41805,0
010011220,33112,46260,0
012011220,50144,9905,0
102120021,29799,29744,0
112120021,39773,39772,0
121002100,59623,19678,0
121012102,59516,0,0
100121020,19641,59199,0
120121020,0,59367,0
202111102,59498,0,0
112201002,19948,0,39289
112201012,39383,0,39551
101102200,46353,6569,26355
101122210,39614,0,39615
001202001,75017,57032,0
121200021,49055,9860,0
210120102,0,59178,0
220101210,49720,9954,0
210120012,0,59777,0
001220110,19863,46431,13217
020211201,49856,10071,0
020211211,39809,39938,0
220211211,0,119167,0
120001210,39857,13233,26634
120211210,39778,0,39827
211001200,20033,59655,0
011212000,72958,6567,0
011212200,49877,9834,0
120120100,79424,0,0
120021210,19502,19759,19975
120121210,0,39717,39714
121000200,57226,22183,52871
