total_games,100000000
state,p1_wins,p2_wins,draws
000002100,951493,356377,79237
001212100,79214,0,0
122100000,110174,21955,0
122101020,49612,9977,0
122111020,59207,0,0
101000220,90668,41744,0
101100220,33167,46560,0
101120220,30008,30363,0
101120221,39753,39753,0
121120221,0,118679,0
102010201,79734,0,0
002000121,57100,21698,52852
002010121,39903,13142,26503
022010121,40020,19611,0
022110121,39416,39408,0
222110121,0,118818,0
121002000,84038,21906,26264
121102002,39817,0,19863
121102012,39302,0,39938
121122012,158467,0,0
100002210,74869,30765,26453
100002211,39576,26328,13386
100202211,39585,19755,0
101202211,39846,39506,0
101222211,0,118695,0
210001000,183227,174379,39566
210021000,44345,74418,13292
210121000,13169,52653,13197
210121020,20105,19792,19916
210121120,0,39885,40050
212121120,0,0,158636
212121121,0,0,793195
011002002,109709,22192,0
111002002,79388,0,0
001201200,77390,41887,13185
011201200,39720,39657,0
011221200,49437,9798,0
111221200,59806,0,0
001020100,155303,202005,39474
001220100,53139,66161,12972
001220101,39884,39842,0
021220101,39670,19894,0
021221101,59249,0,0
121000000,196009,102211,98859
001020010,163443,153921,79560
001220010,53194,65771,13378
121220010,19832,19814,19810
021000201,97292,8667,26426
021010201,59514,6639,13088
021010221,59921,0,0
121010221,59047,0,0
000110020,290867,66068,39662
002110020,101030,17611,13157
012110020,46356,19799,13368
012110220,49650,9975,0
110000212,59656,19820,0
110020212,39871,19630,0
111020212,59791,0,0
102100000,251989,144854,0
102100021,59819,19907,0
102100221,39600,19616,0
102110221,59272,0,0
000111202,79197,0,0
000000102,814642,415458,158641
002010102,53119,52634,26674
012010102,33387,33083,13244
012210102,30225,10004,19798
112210102,0,39491,39693
112212102,0,118552,0
110000220,85980,46331,0
110000221,65675,13102,0
110020221,39526,19983,0
102200010,74397,30941,26641
102200110,32734,19458,26627
122200110,39719,0,19648
122210112,0,0,158531
020001010,203000,114748,78989
020201010,74803,17649,39232
120201010,39503,0,39460
120221010,39496,0,19435
120221110,39804,0,39757
120221112,0,0,158962
110002000,261575,134653,0
110022000,76856,55190,0
110022010,19767,59816,0
112022010,0,59488,0
112122010,0,79387,0
112122210,0,118842,0
122000100,109882,8851,13154
122001100,59288,6749,13212
122001120,49521,10063,0
122001121,39690,39715,0
102000010,201845,154769,39731
102000012,48359,57127,26355
102100012,33176,45991,0
202011000,77355,41977,13302
202011100,33254,32986,13242
202011102,50228,10087,0
212011102,79807,0,0
212211102,159294,0,0
100002010,213514,143630,39678
100202010,79466,53326,0
110202010,39681,39871,0
110222010,0,59365,0
220011000,90407,41864,0
220011001,39470,39467,0
220011201,39943,19682,0
220111201,59934,0,0
002112102,0,59227,0
000001020,834115,397668,158274
020001120,79719,52697,0
021001120,46551,33287,0
221001120,49648,9954,0
221001121,59693,0,0
001002012,96647,22104,13266
001102012,52861,13158,13355
021102012,39496,0,20061
021102112,79541,0,0
221102112,158689,0,0
010020211,0,66570,13145
210120211,0,39943,39442
212120211,0,119368,0
000200101,291412,66058,39661
002200101,97208,8958,26237
002210101,59654,6623,13262
022211121,158595,0,0
002201011,46465,33447,0
002221011,39385,19693,0
002221111,59772,0,0
112200000,57301,35646,39593
112200100,13265,26625,39697
112221100,0,0,79476
112221120,0,0,158252
100002102,90512,41859,0
110002102,39837,39618,0
112002102,0,59528,0
000210000,1010986,218052,157959
000210201,88112,43685,0
001210201,46093,32903,0
021210201,49853,10091,0
121210201,59800,0,0
201020010,48758,70876,13519
201021010,33046,46543,0
201021012,0,59783,0
110000202,77203,55256,0
111000202,79477,0,0
000012100,302922,74570,19764
020012100,115551,17784,0
021012100,79123,0,0
210000120,66408,13383,52624
210000121,26477,0,53201
212000121,0,0,59388
212001121,0,0,78958
212201121,0,0,158216
212211121,0,0,793309
002020110,88139,30898,13472
012020110,33132,33056,13295
012220111,59748,0,0
200000110,251337,145011,0
200000112,57448,74885,0
200010112,59571,19872,0
202010112,29660,29616,0
202110112,0,79612,0
222110112,0,118828,0
202100010,52883,79562,0
202100011,33205,46703,0
202120011,29507,29958,0
202121011,0,79854,0
202121211,0,118959,0
001010022,88126,44259,0
001010122,79621,0,0
020000001,952171,357371,79472
020000101,281616,114476,0
020000121,74914,57627,0
020001121,33249,46207,0
022001121,19747,39513,0
022011121,39873,39617,0
222011121,0,118755,0
122100021,49420,9855,0
122110021,59224,0,0
002102010,66874,66394,0
002102110,39872,39584,0
002122110,49761,9776,0
102122110,59926,0,0
000001210,183397,174270,39488
000021210,43553,74910,13060
100021210,26168,39768,13281
100021212,20168,19814,19747
100121212,0,39475,39649
102121212,0,118569,0
101200120,59517,19644,0
101202120,49437,10032,0
000110202,76780,41388,13256
210100002,61704,70251,0
210100102,26543,52774,0
212100102,19774,39752,0
212100112,0,79863,0
212102112,0,119409,0
100200100,196060,101037,99121
100200120,83607,22097,26242
100210120,66016,0,13202
100210122,39496,0,19896
101210122,59190,0,0
221001010,59502,19880,0
221021010,39806,19826,0
221021110,39741,39720,0
221221110,158846,0,0
221221111,158846,0,0
110000002,222378,134263,39500
110200012,53073,13250,13132
110220012,29871,9972,19814
110221012,39538,0,39430
000020101,222845,114431,59397
000022101,77000,41787,13348
100022101,39787,39860,0
100222101,0,59507,0
200000010,754064,556089,79205
201000210,48695,57173,26649
201000211,19804,32992,26329
221000211,29900,9911,19728
221010211,0,39722,39311
221012211,0,0,158166
000101022,77623,55054,0
000101122,60023,20070,0
000121122,30040,30034,0
010121122,39755,39549,0
012121122,158684,0,0
112121122,477267,0,0
000121002,31085,88092,13092
010121002,13276,66491,0
010121202,0,59695,0
110121202,0,79803,0
021000001,291463,66785,39911
021000211,46338,6673,26390
021020211,39992,0,19785
021120211,39898,0,39774
221120211,158671,0,0
221121211,476244,0,0
120001200,74761,30690,26338
121001200,33305,19968,26257
121101222,0,119543,0
200101200,96924,35373,0
201101200,59429,19827,0
201101202,29794,29458,0
211101202,0,78977,0
211121202,0,118966,0
020001100,213384,143107,39729
020001102,75063,30769,26373
020001112,26580,26749,26328
220001112,19784,39694,0
220101112,0,79216,0
011000202,77404,55090,0
011010202,39918,39593,0
211010202,29509,29464,0
211010212,59624,0,0
010100220,61811,57653,13030
210110220,29964,9964,19782
211110220,0,39674,39869
211110222,0,118963,0
010000120,231145,46436,118560
010020120,70721,22164,39713
010021120,39957,13326,26410
010221120,39871,0,19741
110221120,39921,0,39770
001102201,26372,0,52664
001122201,19805,0,39464
011122201,39638,0,39592
211122201,0,0,158884
011020002,70586,61930,0
011120002,33041,46168,0
011120202,29655,29649,0
011120212,39690,39511,0
211120212,0,118907,0
010010200,262098,114632,20070
210010200,77122,41933,13313
210010201,32920,32981,13219
210210201,0,59517,0
000211102,53076,0,26320
002211102,19822,0,39834
102211102,0,0,79399
012010000,270946,66197,59306
212010000,96715,8817,26398
212011000,59419,6757,13050
212011020,39653,0,19485
212011021,39553,0,39738
212011221,158546,0,0
212111221,476731,0,0
000021201,70781,61401,0
000021211,32903,46260,0
200021211,29917,29468,0
200121211,39775,39539,0
220121211,158762,0,0
010001020,203442,115113,79207
010201020,75266,17719,39683
012201021,19760,0,39691
022001100,66138,52933,13191
022001101,33082,46206,0
022201101,49607,9950,0
001000102,271927,105263,19919
001000122,110743,22191,0
001001122,53033,26609,0
201001122,39678,19844,0
211001122,40115,39879,0
011000200,222663,135121,39712
011000220,76745,41900,13243
011010220,19880,46486,13051
211010220,0,39753,19855
211011220,0,79246,0
200112100,39659,26377,13186
012210000,96638,8914,26400
112210000,59717,6624,13279
112210002,29764,9889,19794
010212000,122846,8684,0
010212010,78831,0,0
000120001,163609,154215,79220
100120201,13251,53031,13092
102120201,0,59210,0
010120000,151756,185912,59308
012120000,44125,75447,13371
012120100,45955,19843,12953
210000021,57037,8851,66521
210010021,26215,13134,40023
212010121,0,0,79239
212012121,0,0,158622
020000011,271707,85941,39651
220000011,77438,41553,13232
220100011,33177,32962,13227
220102011,29550,9897,19878
221102011,39773,0,39997
221122011,158951,0,0
221122111,476507,0,0
210200100,97021,22256,13271
211200100,53400,26737,0
211202100,39897,19821,0
211202101,39740,39667,0
000200011,262572,134609,0
000200211,61919,70595,0
001200211,33064,46589,0
021200211,49513,9953,0
021210211,39865,39899,0
221210211,0,119498,0
102010000,282187,75098,40003
122010000,110200,8815,13362
122010001,79318,0,0
000120021,48454,57092,26417
001120021,33318,32993,13240
001120221,49388,10048,0
001121221,59318,0,0
200011201,39777,39442,0
200011221,49089,9954,0
200111221,59174,0,0
001001200,222463,134711,39556
021001200,88286,17755,26248
021101200,52676,13288,13214
021121200,29821,9830,19892
021121210,39700,0,40048
021121212,0,0,158762
100021000,162592,154207,79028
110021212,39689,39616,0
000212100,123254,8798,0
010212100,72731,6642,0
012212100,49638,9864,0
101201020,66161,13304,0
101221120,39576,39893,0
101010202,20005,33015,26206
200001010,174269,222472,0
202001010,52888,79707,0
202001110,33234,46152,0
202001112,19867,39892,0
202011112,39707,39813,0
022010001,88626,44289,0
022010101,46120,32937,0
222010101,0,59512,0
002101002,97797,35344,0
002111002,79248,0,0
001100002,202894,153701,39622
001100022,66059,65880,0
001101022,19979,59412,0
021101022,29871,29548,0
121101022,0,79029,0
021020010,70628,21675,39618
021020110,46074,19686,13101
021220110,29796,9841,19709
121220110,0,39476,39746
002121021,0,39763,19596
110100022,39760,39510,0
110100222,0,59557,0
001012000,311537,26176,59681
001012020,109879,8831,13130
011012020,59190,6583,13098
000020121,35745,57704,39959
000120121,19929,33147,26400
002120121,29896,9882,19884
102120121,59814,0,0
011200200,79809,52989,0
111200200,79451,0,0
210000010,210939,165483,19870
210200010,76604,55044,0
210200110,59187,19914,0
210220110,29466,29876,0
210220111,59337,0,0
200010010,263116,114749,19857
200012010,101939,17674,13018
200112010,46410,19859,13149
202112010,29910,29903,0
212112010,59789,0,0
100000102,251235,65901,79080
121002112,79888,0,0
121022112,159106,0,0
000020211,30972,75035,26356
100020211,13255,52822,13195
120020211,19525,19875,19755
120021211,39539,39696,0
122021211,0,118988,0
002001001,156097,181252,59543
002201001,70702,35302,26561
102201001,52885,13337,13125
112201021,39874,0,39601
112221021,0,0,158763
200210001,66211,52769,13211
201210001,46252,32985,0
221210101,59526,0,0
100022100,79324,53415,0
110022100,39554,39627,0
112022100,29859,29795,0
112022101,39387,39486,0
112022121,158760,0,0
102102000,85805,46091,0
112102000,32537,46158,0
112102002,0,59591,0
121000002,56879,21960,52761
121100002,33124,19765,26538
121100202,0,19792,40040
121100212,0,0,79705
121120212,0,0,159209
020100001,213356,143383,39784
020120001,52780,66314,13174
020120101,39768,39395,0
022120101,39819,19990,0
010020102,48130,70776,13182
010122112,0,79327,0
210122112,0,118827,0
121120000,19848,33173,26458
121120200,0,19956,39693
121120201,0,39512,39630
002210001,100979,17526,13207
002210011,65612,13262,0
022210011,49235,9864,0
022211011,39448,39634,0
000201210,62058,57198,13467
100201210,53157,13255,13144
120201210,39803,0,20088
201001200,77145,55142,0
201001201,79510,0,0
002011200,114821,17404,0
002111200,79001,0,0
000011200,262757,114623,19738
000211200,61815,57028,13178
001211200,19913,46456,12908
001211220,29752,29971,0
101211220,39715,40112,0
121211220,159045,0,0
121211221,159045,0,0
120012100,73068,6681,0
122012100,49880,10008,0
122012110,39937,39743,0
012000021,65946,13097,52611
012001021,26280,13122,39622
000100012,183084,173834,39739
020100012,75329,30747,26493
020101012,46463,19955,13123
020101212,39852,0,19735
021101212,39609,0,39577
221101212,158025,0,0
221111212,475150,0,0
100000021,282627,94899,19889
100000221,109787,21829,0
110002221,59331,0,0
110012221,59350,0,0
020110020,123386,8752,0
020111020,79400,0,0
001021020,77642,55729,0
001021120,33124,46268,0
021021120,0,59493,0
002110000,261865,114409,19678
002110200,114525,17794,0
012110200,66111,13282,0
012112200,49741,9708,0
010002012,77321,55348,0
011002012,59174,20116,0
211002012,39774,20145,0
211012012,59159,0,0
110001202,33219,46318,0
110001222,0,59955,0
001221010,46042,19696,13258
201221010,29690,29778,0
201221110,39908,39539,0
201221112,0,119382,0
001201120,72771,6658,0
121221120,0,119789,0
100221000,70369,22128,39356
101221021,59288,0,0
200100021,62287,17627,52896
200110021,46775,6601,26478
200112021,19769,0,39619
000010212,97466,8752,26370
010010212,79380,0,0
020101102,52839,26486,0
020121102,29654,30031,0
120121102,59471,0,0
100210000,311296,26486,58839
102210000,96869,8754,26382
102210100,39974,13211,26679
102210102,0,19849,39616
200001120,74987,30847,26373
200011120,59657,6630,13136
200211120,39949,0,19806
012002001,97847,21905,13330
112002001,53227,26472,0
112202001,39917,19912,0
112202101,39937,39741,0
112202121,158998,0,0
020020110,96731,22039,13228
120020110,59419,6508,13474
120220110,30057,9722,20197
201010000,282917,74861,39759
201012000,97528,8844,26376
201112000,53285,0,26383
221112000,39869,0,19849
221112100,59487,0,0
002000110,223023,134225,39985
002002110,79251,52852,0
002002111,79370,0,0
010100202,52835,79537,0
010110202,39651,39267,0
010110222,0,59249,0
200200101,110191,8746,13248
211200121,79558,0,0
211220121,159115,0,0
000001012,172470,125824,99490
002001112,26414,26663,26347
002021112,19735,19723,19828
002121112,39624,39470,0
201012010,59504,6594,13086
201012012,59378,0,0
102002100,90091,41770,0
102102100,79296,0,0
000021010,151849,185084,59281
200021010,48564,83969,0
210021010,13239,65892,0
210021210,0,59165,0
211021210,0,79550,0
211221210,0,118623,0
012000120,57431,8679,66153
012001120,26298,0,52602
212001120,19679,0,39563
001000021,291801,66446,39924
001102021,39539,13117,26512
001122021,20184,19581,19951
101122021,39873,39483,0
121122021,0,118871,0
020011000,290320,66432,39538
020011200,101556,17943,13203
021011200,53281,13277,13151
221011200,49648,10068,0
221011210,39514,39972,0
221211210,0,119466,0
001121022,0,59596,0
001121122,0,79350,0
201121122,0,119234,0
011102020,46422,6653,26473
011122020,39817,0,19908
011122021,40127,0,39778
000000121,196341,101692,99845
010020121,26474,13317,39758
210020121,19440,0,39864
211020121,39518,0,39444
100021020,52578,66245,13229
100021021,19843,46200,13211
100221021,29670,9803,19750
100221121,0,39766,39285
120221121,0,118752,0
022010011,46268,33153,0
210001200,52884,79301,0
210001210,19655,59550,0
210201210,0,59382,0
100020021,52461,66255,13163
120020121,0,59680,0
101002002,110334,8711,13220
100020112,33082,20027,26316
100220112,0,19840,39670
100221112,0,0,79093
201020100,48457,70634,13186
211020102,0,59310,0
001120020,53230,65943,13239
011120020,46244,19750,13301
211120020,19861,19678,20018
211121020,40140,39598,0
211121022,0,118866,0
211120002,0,59537,0
200000011,222515,134454,39426
202000011,77271,55448,0
202102011,49742,9793,0
202102111,59649,0,0
102120000,70567,61475,0
112120000,33196,46032,0
112120200,0,59485,0
000011202,76649,42088,13241
000011212,59554,6578,13099
000211212,29925,9832,19811
100211212,39861,0,39401
102211212,159437,0,0
112211212,476419,0,0
012201120,0,0,59626
012211120,0,0,79255
012211122,0,0,158395
112211122,0,0,793832
002102011,59957,19775,0
212102011,79424,0,0
010021000,152890,185030,59892
010021002,44130,74900,13206
010021102,26395,39524,13304
010221102,19928,20113,19799
011221102,39776,39920,0
011221122,158361,0,0
012001020,57399,22189,52804
012211021,39666,0,39716
212211021,0,0,158700
100012002,66062,53066,13231
121012002,39441,0,19999
121112002,39998,0,39551
121112022,158587,0,0
121112122,158587,0,0
100221210,39743,19990,0
010012200,101516,17460,13281
010112200,46097,19763,13449
210112200,39605,0,20035
211112200,39516,0,39472
211112220,0,0,158552
202000110,77135,55062,0
202000111,79394,0,0
100100221,52586,26285,0
102101221,39592,39787,0
122101221,159127,0,0
122111221,159127,0,0
202110000,76621,42029,13280
202110010,39426,39878,0
202110210,49600,9724,0
202111210,59819,0,0
020100021,79609,52816,0
021100021,46093,33198,0
021120021,0,59817,0
010221000,70713,35583,26391
010221100,39753,13331,26371
210221100,39886,19959,0
210221110,39533,39675,0
212221110,158778,0,0
010021020,71255,35473,26491
010121020,26900,39755,13253
010121022,19813,39732,0
110121022,39991,39612,0
112121022,159338,0,0
201020001,88580,17601,26575
201020011,52741,13156,13311
201022011,29729,9716,19925
201122011,39969,0,39859
000021121,19996,33214,26646
200021121,29854,10014,20069
210021121,39843,0,39614
210221121,158651,0,0
000001212,71088,35073,26392
001211212,0,39493,39442
201211212,0,118509,0
202010110,39845,39981,0
001001202,35642,70369,26253
001121202,0,39587,19529
001121212,0,39369,39610
020020011,96923,22095,13168
020020111,79535,0,0
000100120,251809,85877,59697
020100120,90598,41983,0
020100121,33164,46263,0
020102121,49587,9974,0
000200121,84035,22103,26559
001200121,58970,19823,0
021200121,49595,10066,0
121200121,39458,39621,0
011221020,59692,0,0
221000001,110050,8974,13334
221000011,60101,6585,13284
221001211,59836,0,0
121210200,39442,0,19964
121210210,39720,0,39923
121210212,0,0,158193
010201210,32833,46313,0
012201210,29805,29434,0
112201210,39846,39542,0
112201212,158453,0,0
102002010,66297,66583,0
102012010,46731,33047,0
102212010,49479,9902,0
102212011,59358,0,0
110201020,46239,6768,26373
112201020,19933,0,39630
112201221,158576,0,0
020121000,35386,83629,13215
020121001,19699,59036,0
020121201,29573,29473,0
020121211,39409,39351,0
002010100,194292,122977,79154
002210100,75381,17423,39505
012210100,46076,6549,26319
110021020,46373,19877,13451
110021022,49754,9947,0
111021022,59584,0,0
010220121,19765,20095,19742
110220121,0,39613,39532
122011020,59358,0,0
122011120,79252,0,0
122011122,158700,0,0
122111122,158700,0,0
202010001,52233,53225,26405
212010201,49482,9935,0
212010211,59150,0,0
010022001,48865,57586,26300
010022101,32996,33101,13294
210022101,29896,9939,19986
210022111,59679,0,0
100010020,302263,74763,19865
100110022,39631,39627,0
120110022,49584,9728,0
001012210,45939,6595,26383
201012210,29744,9937,19889
201112210,39539,0,39700
201112212,158707,0,0
001200010,214835,143369,39788
201200010,66008,66058,0
201200011,39308,39153,0
221200011,49871,9840,0
221200111,59365,0,0
000200110,251009,85668,59686
200200110,109878,22212,0
210200112,39354,19813,0
210201112,39737,39860,0
210221112,0,119440,0
220000111,79219,0,0
010010202,79733,52619,0
010011202,39856,39622,0
101210002,59514,6679,13052
121210002,39868,0,19659
121211002,39629,0,39789
111220000,79507,0,0
201210000,88035,44002,0
201210010,46063,32699,0
201210012,49845,9818,0
201211012,39836,39534,0
221211012,159056,0,0
221211112,476396,0,0
000102120,96927,8785,26557
000112120,59965,6540,13481
002112120,29939,9939,19880
201001210,33192,46185,0
221001210,49847,9969,0
221101210,79715,0,0
221121210,158811,0,0
000022110,77142,54911,0
100022110,39508,40279,0
100022112,29642,30362,0
110022112,0,80110,0
112022112,0,119696,0
012020100,61115,30548,39633
012021100,26260,13142,39881
012221100,19656,0,39702
012221110,39658,0,40236
212210100,39416,0,20094
212211100,39784,0,39756
212211120,0,0,158638
120210100,66308,0,13167
122210100,39652,0,20021
122211100,39827,0,39799
200120100,30819,75125,26433
200120110,33050,46311,0
200120112,0,59821,0
020110120,72698,6633,0
220110120,49711,10132,0
220111120,59797,0,0
001210000,302972,74805,19801
201210100,79384,0,0
011002200,88712,17579,26539
011102200,46512,6533,26324
001121020,19620,59382,0
001121220,29751,30001,0
101121220,0,80088,0
101121222,0,119525,0
200100120,57084,35051,39352
200100121,13182,26285,39608
220100121,19720,39485,0
221100121,39673,39249,0
221102121,158813,0,0
011102220,29999,10007,19780
011102221,39768,0,39772
011122221,159155,0,0
111122221,477817,0,0
201000121,59417,6485,13136
221000121,49380,9791,0
000221101,59836,6663,13037
002221101,40048,0,19391
102221101,39825,0,39135
102221121,0,0,157417
011020000,211836,145100,40067
011220000,77058,54862,0
011221000,59417,19721,0
211221000,29951,29790,0
211221001,59323,0,0
121020000,35465,57697,39714
121020010,26632,13171,39920
121022010,19939,19870,20121
121122010,39517,0,39806
000110022,90122,41957,0
001110022,46119,33220,0
001110222,0,59445,0
012100000,183812,174711,39848
212100000,70578,35096,26076
212100001,39386,13288,26364
212102001,39486,0,19766
212112001,39453,0,39378
020210100,109698,8793,13292
021212101,59366,0,0
101012020,72833,6637,0
001101222,0,59617,0
212001100,39919,13254,26679
212201100,39828,0,19737
212201101,39572,0,39765
000012010,291039,66044,39640
000012012,86130,32913,13323
010012012,79458,0,0
110102020,66012,13407,0
110102022,39887,20040,0
110102122,59561,0,0
000010120,310462,26595,59702
000210120,105081,0,26608
000211120,52855,0,26776
000211122,39980,0,19888
100211122,40090,0,39464
102211122,0,0,159294
000021012,26403,65950,39751
000021112,13192,39341,26371
012221112,0,0,158977
100220100,35202,57081,39432
110220100,19622,32888,26466
110220120,29619,9953,19903
110221122,158802,0,0
020102001,88084,17703,26581
021102001,39300,13430,26543
021122001,19800,19812,19757
021122101,39506,39641,0
221122101,158579,0,0
220110001,33038,32779,13174
220110021,49578,9928,0
220111021,59791,0,0
001001022,61648,70427,0
001011022,46304,33454,0
021011022,49761,10010,0
121011022,39736,39815,0
121211022,158637,0,0
102100201,39629,39760,0
021110002,59296,6499,13273
021110022,49422,9892,0
021110122,59470,0,0
001120200,61573,30933,39562
001120210,26776,13062,39649
201120210,19936,19729,19943
211120210,0,39377,39837
010211020,26432,26541,26302
010211022,19792,19789,19617
110211022,0,39759,39634
200201100,97027,21747,12989
202201101,29848,9882,19850
102021000,43930,61385,26812
102021010,26445,39739,13365
102021210,0,59282,0
002020101,88317,17485,26400
002020111,79670,0,0
201000201,59569,33037,39644
201100201,39555,0,39860
201120201,39423,0,20007
201120211,39649,0,39679
201122211,0,0,159095
001020021,77574,41872,13225
011020021,59855,6610,13100
010122001,39921,13360,26417
210122121,0,0,159038
110202000,90337,41975,0
110212000,72839,6618,0
110212002,49975,9870,0
111212002,59644,0,0
200210010,90713,41483,0
210210010,79454,0,0
112002000,61519,70364,0
112002100,33254,46654,0
212011002,59726,0,0
212011012,59396,0,0
121000020,75102,57124,0
121001022,19832,39461,0
121121022,0,118811,0
110002002,79487,52971,0
001210020,115359,17665,0
001210021,72975,6654,0
021210021,59234,0,0
021211021,59841,0,0
020001210,75189,31094,26327
020101210,46509,19883,13096
020121210,19790,19675,19793
010200100,222579,94725,79531
212200110,59460,0,0
212200111,59230,0,0
202101000,59568,59461,13269
202101100,19818,46208,13065
202101120,29913,9783,19686
202101121,0,39451,39378
202121121,0,0,158403
001212000,123441,8727,0
001212010,73183,6547,0
201212010,49499,9694,0
211212010,59454,0,0
000121200,31076,87488,13171
000121210,13121,52882,13151
200121210,19681,39585,0
210112000,46100,6588,26480
210112020,19850,0,39840
211002100,39634,26502,13352
211022100,0,40030,19958
211122100,0,39729,39823
100001022,66348,53081,13572
110001022,33228,33314,13434
110021122,79731,0,0
000002121,84085,21824,26625
000012121,66220,0,13206
120012121,59482,0,0
101202100,46408,33464,0
101222100,0,59717,0
022100001,66430,65959,0
022101001,20032,59032,0
022121001,0,59142,0
022121011,0,79306,0
222121011,0,119229,0
020112012,20076,20013,19647
020112112,39860,39843,0
022112112,0,119287,0
112212000,49405,9958,0
112212100,40096,39695,0
201200001,90076,41668,0
201200211,0,59408,0
021000210,56711,9117,66421
121000210,26227,0,52996
121200210,39840,0,20066
121200211,79380,0,0
100220010,48355,57493,26513
100221010,39651,13318,26498
102221011,39767,39848,0
102221211,0,119112,0
010220100,48595,56986,26591
111220120,59338,0,0
100120000,211391,145377,39548
121122210,0,0,158935
202112011,39422,39947,0
222112011,0,119632,0
100100220,61610,70666,0
100101220,19613,59315,0
102101220,29482,29961,0
102121221,0,118884,0
000110200,271180,65736,59653
000112200,70328,21839,39723
100112200,39582,26331,13269
102112200,39857,19317,0
112112200,39772,39215,0
100020102,88059,17635,26323
100021102,46300,6636,26307
100021122,49982,9931,0
101021122,39603,39843,0
200112120,39456,0,19987
210112120,39908,0,39875
210112122,159205,0,0
111002020,79212,0,0
102110022,39562,19912,0
102111022,59558,0,0
221001102,39819,19681,0
002100112,19821,59731,0
002120112,30060,29721,0
102120112,59564,0,0
021100221,49412,9930,0
121100221,39453,39414,0
121102221,158292,0,0
020010102,101568,17803,13109
020110102,66249,13098,0
000010122,109600,8997,13151
010200112,32831,33197,13258
010202112,29887,29719,0
120201000,83800,8747,39350
120201001,72823,6449,0
002001120,61600,17704,52799
002101120,52934,13153,13230
002101122,59662,0,0
002111122,59261,0,0
011021022,29725,30177,0
000102201,65976,13120,52675
010102201,39774,13220,26431
010122201,19914,19995,19870
110122201,39551,39722,0
110122221,159307,0,0
110220112,0,39687,39644
112220112,0,0,158170
002011201,59682,19949,0
022011201,49783,10086,0
022111201,59420,0,0
010201201,32883,46217,0
120000012,57013,8821,66213
120000112,46635,6631,26536
120200112,19841,0,39921
121200112,39669,0,39908
200211010,33267,45869,0
212211010,59388,0,0
010210020,83771,21984,26191
010210021,52934,13279,13194
210210021,19645,19678,19951
210211021,0,39720,39543
210211221,0,119062,0
001021000,211540,145887,39890
001221001,78911,0,0
121011220,39762,39879,0
102201201,39797,19856,0
102211201,59776,0,0
110200212,59448,0,0
202010100,52976,52693,26182
202110100,19795,46370,13414
202110120,29947,9897,19884
212112120,0,0,159004
000021001,211484,145328,39571
200021001,88049,30893,13172
200021011,53293,26159,0
200221011,49821,10081,0
201221011,59494,0,0
000101020,223169,154142,19700
200101020,88659,30644,13275
200101021,53117,13445,13094
220101021,40106,20001,0
220101121,0,79172,0
222101121,0,118418,0
201012001,40467,13114,26658
201012201,0,19520,40257
100000012,182998,94719,119429
102001012,39640,13247,26304
102001212,39568,19630,0
102101212,39787,39374,0
122101212,158036,0,0
122111212,475200,0,0
020110200,97161,8861,26763
020110210,46676,6609,26532
020110212,39840,0,19789
120110212,39908,0,39182
101021020,39686,40016,0
101021022,29492,29924,0
221001001,79023,0,0
102200100,57235,21983,52962
002010010,263225,114166,19836
002010210,114916,17701,0
012010210,79732,0,0
000021120,48725,57851,26510
000121120,20028,46545,13318
200121120,0,40116,19973
200121121,0,39701,39724
220121121,0,118833,0
020021100,52810,66108,13237
020021110,45979,19660,12968
112220001,0,40090,19899
112220011,0,80051,0
112222011,0,119608,0
001020120,53500,65772,13067
101020120,40026,39550,0
101220120,29910,29692,0
210010020,70630,22024,39600
210110020,46863,6649,26524
200101000,212536,165062,19954
200000101,251391,66076,79293
201200101,72657,6736,0
201200121,59083,0,0
201201121,59584,0,0
212101120,39483,0,39607
010122000,70206,34968,26414
010122010,26398,39620,13266
010122210,19891,19863,19792
010122211,0,39664,39911
210122211,0,0,159100
102000210,69686,61606,0
112000210,32852,46078,0
112000212,29907,29665,0
112010212,59421,0,0
211022121,0,0,158456
211020001,33054,19716,26840
000220110,59490,46463,26960
100220110,20109,32990,26452
110222112,0,119293,0
001002010,223120,94988,79550
001022010,48435,57544,26632
020100201,74906,30901,26227
020100211,26389,26711,26133
022100211,19750,39875,0
001211020,59500,20111,0
001211022,39733,20058,0
001211122,59330,0,0
200002110,101249,30561,0
200012110,66504,12946,0
200212110,59571,0,0
200212111,59087,0,0
021000100,282437,94301,20086
021002100,114663,17261,0
021002110,73145,6532,0
021002112,59924,0,0
222011112,0,119240,0
022010100,66116,52749,13377
022010110,19834,46138,13239
022012110,29660,29637,0
202102110,29828,29514,0
100021002,61710,30430,39486
110021002,46476,19880,13150
112021002,19835,19866,19699
112021012,0,39587,39675
212101000,39715,26568,13166
212101020,39618,0,19671
212101021,39991,0,39578
212121021,0,0,159257
120210001,79267,0,0
021100002,75196,30406,26489
021101002,33119,32830,13008
021101122,39578,39631,0
221101122,158468,0,0
221111122,158468,0,0
200011102,73088,6638,0
201011122,59712,0,0
201012100,79091,0,0
112102200,20022,39342,0
112102201,39837,39392,0
020000112,70597,35432,26387
021000112,53104,13038,13028
221000112,39976,19679,0
221001112,39485,39758,0
221021112,0,119100,0
002211000,70530,22280,39528
012211000,46190,6584,26292
212211000,29784,9965,19646
020102211,19912,0,39400
021102211,0,0,79717
221102211,0,0,159137
020100010,202856,115069,78804
020100210,57334,21888,52467
120100210,26299,13176,39537
