total_games,1000000
state,p1_wins,p2_wins,draws
120012102,513,104,0
120212112,1634,0,0
121212112,4852,0,0
000120012,408,724,147
100120012,413,201,149
100122012,491,88,0
100122112,603,0,0
002001010,1789,1810,410
002001012,700,331,264
002001112,262,280,249
002201112,177,0,398
002211112,359,0,413
210010020,706,233,400
210010120,499,0,278
210010122,596,0,0
210110122,792,0,0
210112122,1570,0,0
211112122,4776,0,0
200002101,924,83,241
021100200,645,167,545
021110202,277,101,211
021111202,584,0,0
210110212,593,0,0
002211000,705,230,373
102211000,528,0,258
122211010,416,0,384
122211210,1597,0,0
122211211,4942,0,0
200211000,620,504,143
220211100,396,192,0
220211101,394,397,0
222211101,0,1215,0
000210001,3038,750,194
020210001,1155,183,0
021210001,721,77,0
221210001,498,99,0
221210101,615,0,0
201201010,297,474,0
201201210,0,597,0
211211020,439,408,0
211211022,1602,0,0
211211122,4682,0,0
000012010,2865,683,404
020012010,809,236,254
021012010,545,0,271
021212010,601,0,0
021212011,776,0,0
021212211,1615,0,0
021210100,764,0,0
102200010,746,325,256
102200011,602,224,0
102202011,524,106,0
112202011,386,402,0
112202211,1562,0,0
112212211,1562,0,0
101020221,479,103,0
111020221,631,0,0
001200010,2113,1486,365
001200210,665,553,102
200100010,1765,1723,348
200120010,412,736,123
200120110,305,452,0
200120112,0,569,0
001211020,573,188,0
021211020,602,0,0
121211020,762,0,0
121211022,1600,0,0
202010010,777,528,0
202010011,412,373,0
222010011,0,583,0
021100000,2247,974,789
021100002,799,300,256
021100102,615,194,0
021102102,631,0,0
021101020,412,414,0
021121020,0,570,0
100100212,289,233,258
102100212,199,359,0
112100212,0,787,0
112102212,0,1185,0
010020000,5727,6249,1954
010020210,316,877,124
210120210,0,404,186
210121210,0,773,0
210121212,0,1112,0
021002100,1150,149,0
121002102,609,0,0
121012102,574,0,0
000221101,600,72,125
002221101,374,0,220
012221101,406,0,422
012221121,0,0,1606
221100000,937,212,118
221110000,667,0,109
221112000,405,0,188
221112010,367,0,389
002102010,674,652,0
102102010,329,497,0
001102102,663,128,0
201102102,383,215,0
211102102,396,395,0
211102122,1645,0,0
012001020,600,218,498
012021120,203,0,359
112021120,418,0,393
000211020,806,212,278
000211120,521,0,285
020211120,585,0,0
120211120,760,0,0
000122011,390,148,296
002122111,592,0,0
020001001,2673,1352,0
020001021,916,403,0
020101021,382,399,0
020121021,0,565,0
100210012,434,64,246
120210012,195,0,400
120211012,0,0,816
000001120,2237,953,806
200001120,715,279,288
200101120,322,339,139
202101120,263,94,190
202111120,547,0,0
000210120,1062,0,251
001210120,797,0,0
002021001,294,774,286
012021001,109,431,285
012021201,0,597,0
012200011,546,266,0
012220011,289,298,0
012220111,586,0,0
020001102,749,342,237
020011102,574,69,161
220011102,456,111,0
221011102,571,0,0
002020011,678,605,0
001010002,2869,689,362
001012002,1109,84,116
001112002,531,129,129
021112002,386,0,178
121112002,388,0,373
121112022,1634,0,0
121112122,1634,0,0
002002101,1109,85,137
002012101,564,59,132
022012101,448,95,0
022112101,373,375,0
222112101,0,1155,0
120102000,999,100,249
120112000,623,71,111
120112200,420,0,194
120112201,612,0,0
002210100,750,162,392
002211100,285,168,368
100200210,1010,232,136
100200211,506,247,0
120200211,550,0,0
120201211,783,0,0
120221211,1625,0,0
001220101,405,405,0
021220101,427,203,0
021221101,606,0,0
020121010,243,385,141
022121010,195,390,0
022121011,0,800,0
022121211,0,1213,0
110000020,2681,889,405
110020020,966,249,135
110120020,622,226,0
112120020,419,226,0
112121020,401,419,0
112121220,0,1195,0
110000200,2513,1454,0
110021200,308,445,0
110021202,302,282,0
001101220,403,403,0
021101220,396,213,0
121101220,0,793,0
020111002,831,0,0
200201010,615,666,0
001010022,895,420,0
101010022,462,298,0
121010022,404,196,0
121010122,622,0,0
001021002,316,768,256
101021002,350,210,257
101021022,303,295,0
101121022,0,839,0
101121222,0,1280,0
002021100,655,293,426
002121100,356,317,135
002121102,391,180,0
012121102,393,375,0
012121122,1566,0,0
112121122,4712,0,0
001102122,581,0,0
101102122,596,0,0
000002011,2533,892,578
020002011,933,84,257
020102011,475,56,251
020122011,419,0,204
120122011,406,0,389
120122211,0,0,1533
220000101,922,399,0
220001101,407,423,0
220001121,292,279,0
220101121,0,794,0
222101121,0,1159,0
000200110,2555,792,556
002200110,902,153,251
002201110,476,57,264
202201110,455,93,0
222211110,0,1192,0
010200010,2215,1578,205
010202010,796,560,0
010202110,388,406,0
010222110,0,606,0
100100200,1609,1762,568
100100220,620,680,0
110100220,338,453,0
110120220,325,310,0
110121220,0,819,0
001012000,3119,241,610
001012102,782,0,0
202001100,477,510,279
202101100,187,471,153
202101102,289,307,0
202111102,603,0,0
110022120,509,96,0
111022120,586,0,0
002000110,2292,1341,387
202000110,826,540,0
202010110,419,388,0
212210110,567,0,0
000102120,993,79,253
001102120,634,58,127
100201020,848,159,261
100211020,514,119,130
120211020,585,0,0
100002210,760,297,275
100102210,263,231,244
120102210,208,0,412
120112210,437,0,407
120112212,0,0,1573
010001002,1800,1701,419
012011122,429,0,426
212011122,1618,0,0
102010000,2884,744,424
102210000,1016,78,269
112210000,621,48,156
112210020,413,0,213
112210120,420,0,398
112210122,0,0,1550
102100000,2586,1470,0
102100020,1043,278,0
102101020,529,273,0
102121020,288,318,0
121200000,879,201,265
121200100,416,257,150
121200102,404,0,208
121210102,602,0,0
021000102,1036,232,113
121000102,668,76,129
121020102,327,97,221
121021102,0,411,385
121021122,0,1220,0
210020121,182,0,404
210021121,403,0,363
010002201,757,296,308
010102201,360,133,271
010122201,204,195,195
110122201,395,406,0
112122201,0,1232,0
200010120,981,68,291
201010120,783,0,0
020121001,206,595,0
022121001,0,665,0
222121011,0,1198,0
210120000,279,650,402
211120000,135,365,253
211120200,198,183,210
002100210,635,750,0
102100210,268,534,0
112120212,0,1249,0
220100100,589,723,0
221100100,468,228,0
221120100,189,401,0
221121100,0,812,0
100201102,272,0,505
120201102,182,0,369
121201102,427,0,368
121221102,0,0,1517
021000001,2845,665,391
021002001,838,229,274
021102021,407,214,0
121102021,425,433,0
121102221,1591,0,0
000110020,2842,672,405
002110020,1048,197,124
002111020,790,0,0
002201100,598,92,714
012201100,299,0,561
212201100,413,0,205
212201110,783,0,0
212221110,1581,0,0
212221111,4730,0,0
020011000,2841,627,412
022011000,838,324,122
022011010,331,356,134
022211010,225,179,198
022211011,408,420,0
022211211,1723,0,0
100102200,769,310,240
101102200,487,72,289
121102200,201,0,410
121102210,0,0,855
000021012,278,663,391
001021012,139,418,269
021021012,0,208,426
021021112,0,420,350
012010221,570,0,0
210010002,1141,166,0
212011002,588,0,0
212011102,777,0,0
212211102,1621,0,0
110000002,2238,1380,401
112000002,337,699,270
112100002,187,586,0
112120012,0,839,0
200100210,737,345,238
200101210,458,322,0
220101210,483,93,0
221101210,798,0,0
221121210,1559,0,0
221121211,4651,0,0
210210010,824,0,0
200201001,775,443,115
200201101,613,68,135
220201101,540,112,0
021010002,983,88,273
021010012,581,0,255
021010212,210,0,375
021110212,386,0,364
221110212,1576,0,0
100021020,518,664,134
100021120,340,332,106
100021122,504,110,0
101021122,406,436,0
101221122,1620,0,0
111221122,4837,0,0
120202110,482,90,0
121202110,388,386,0
121202112,1597,0,0
200001211,169,552,0
200021211,291,276,0
220121211,1537,0,0
101012200,623,59,131
111012202,587,0,0
000001201,2506,1451,0
002001201,595,747,0
102001201,407,401,0
122001201,435,191,0
122101201,422,363,0
122101221,1624,0,0
122111221,1624,0,0
000121002,322,882,109
100121002,340,328,118
120121002,284,90,193
120121012,357,0,400
120121212,0,0,1574
000202101,992,328,0
001202101,457,296,0
021202101,539,70,0
021001002,565,325,416
021001012,285,132,394
021001212,203,0,413
021011212,414,0,417
221011212,1627,0,0
020100210,592,210,517
120100210,292,146,408
120110212,412,0,387
122110212,1640,0,0
122111212,4795,0,0
100200201,1110,197,0
101200201,733,68,0
101202201,477,97,0
111202201,569,0,0
212000001,721,202,409
210102000,563,212,553
211102000,297,132,410
211102020,229,0,390
211102021,0,0,809
211102221,0,0,1573
000020011,2065,1390,416
020020011,966,225,130
122020011,407,198,0
122021011,418,386,0
122021211,0,1206,0
110002200,971,312,0
110102200,511,297,0
110102220,515,95,0
110102221,805,0,0
112102221,1564,0,0
112112221,4839,0,0
020201010,728,163,374
020201011,618,122,0
020201211,484,76,0
020211211,437,360,0
212211100,415,0,411
022010010,600,593,133
022010110,206,465,120
022010112,0,390,189
100000021,2832,964,181
101200021,651,149,0
101202021,464,79,0
111202021,517,0,0
010002211,347,310,143
010202211,303,301,0
010212211,600,0,0
121001220,315,293,0
121001221,585,0,0
201002100,952,232,135
201002101,567,67,110
201022101,308,103,203
201122101,402,0,428
221122101,1614,0,0
221122111,4782,0,0
000102021,840,93,415
000102121,465,59,255
002102121,365,0,204
102102121,544,0,0
022101012,501,88,0
222101112,0,1151,0
112200001,412,286,133
112202001,398,206,0
112212001,648,0,0
002001120,629,178,527
002021121,0,205,434
012021121,0,0,758
212021121,0,0,1555
211122000,0,190,391
211122100,0,387,384
211122120,0,0,1538
001200021,1155,185,0
011200021,662,142,0
211200021,500,98,0
211200121,783,0,0
211220121,1559,0,0
100012000,3049,732,216
102012000,920,448,0
122112100,574,0,0
100020201,511,736,125
100020211,133,531,109
100220211,189,386,0
110220211,0,757,0
120000021,884,467,0
120001021,448,332,0
122001021,371,212,0
122001121,391,435,0
122201121,1603,0,0
122211121,4711,0,0
211000000,1586,1764,584
211020000,299,736,259
211020100,112,499,115
211022100,0,431,192
211022110,0,800,0
000001210,1891,1719,388
200001210,543,733,0
201001210,324,431,0
201021210,294,288,0
211021210,0,774,0
020001100,2211,1428,365
022011100,335,330,119
022011120,485,88,0
122011120,818,0,0
122011122,1610,0,0
122111122,1610,0,0
011020000,2133,1499,395
011020020,960,215,133
011120020,442,203,138
211120020,199,204,204
211121020,377,427,0
211121022,0,1197,0
102100200,580,728,0
102120210,0,581,0
000122100,1061,215,133
010122100,501,211,116
012122100,465,94,0
112122100,599,0,0
000001221,1110,235,0
012010201,738,75,0
012110221,819,0,0
012112221,1686,0,0
100000201,2718,1029,186
100000221,1111,193,0
100001221,561,195,0
102001221,403,196,0
102101221,408,398,0
211210000,441,270,0
211212000,467,97,0
211212010,562,0,0
210000021,635,95,712
211000021,497,73,256
211000221,309,90,197
211001221,626,0,0
021001102,373,268,98
221001102,370,209,0
000121120,197,448,122
020121120,0,580,0
200002011,925,184,259
210002011,513,160,159
210002211,290,97,238
210012211,551,0,0
020000211,691,357,250
120000211,551,148,122
121202211,1588,0,0
001012012,675,0,126
001012212,368,0,201
001112212,407,0,403
201112212,1615,0,0
000011002,2860,649,605
010011202,414,408,0
010011222,0,603,0
020122111,595,0,0
001100020,2128,1460,407
021100020,770,585,0
021110020,754,65,0
021110022,500,106,0
121110022,399,423,0
121110222,0,1221,0
000201120,873,101,399
010201120,386,0,386
012201120,0,0,600
012201121,0,0,817
212201121,0,0,1626
110220000,596,439,278
012001021,263,128,352
212001021,189,0,402
212011021,399,0,367
100010200,2867,778,363
100012200,1031,183,131
121012200,418,0,188
121012201,612,0,0
201120000,421,621,239
201121201,590,0,0
011022000,592,517,273
011122002,402,176,0
111122002,603,0,0
001020010,1649,1625,749
021020010,713,233,360
210200011,400,404,0
212200011,508,112,0
100210000,3166,265,582
212111002,591,0,0
002012100,640,493,130
102012100,445,313,0
102012120,482,103,0
112012120,345,388,0
112012122,0,1229,0
120000010,2349,475,1280
120020010,735,195,410
120120012,417,0,207
120120112,621,0,0
102000201,791,566,0
102100201,423,393,0
122100201,431,211,0
122121201,0,1199,0
220000111,859,0,0
122000101,723,74,0
122020101,496,105,0
100210020,1122,75,125
121210020,580,0,0
102120001,307,482,0
102122001,424,201,0
200102010,718,275,248
200112010,431,181,143
202112010,320,307,0
202112110,0,796,0
202112112,0,1215,0
100000102,2648,678,818
102000102,611,371,414
102100102,798,0,0
101202000,1055,300,0
101202010,453,304,0
001020001,2241,1172,589
021020001,741,417,110
021021001,754,0,0
021021000,582,494,262
021121000,169,473,138
122010000,1120,83,147
001022112,204,410,0
011022112,0,800,0
211022112,0,1184,0
101000002,2523,699,776
101200002,953,77,276
101201002,463,60,246
101201022,504,95,0
111201022,540,0,0
210001000,1820,1739,391
210001002,610,687,0
210001102,358,383,0
210021102,0,576,0
022101000,746,566,0
020101210,465,189,123
000201100,2384,501,1225
020201100,946,184,268
020201110,512,58,264
220201110,536,106,0
220201111,645,0,0
000001122,973,204,125
001001122,518,268,0
001021122,185,389,0
120010102,567,72,140
120210102,361,0,210
011020120,490,196,123
211020120,185,198,183
211120120,0,408,398
211120122,0,1179,0
120110002,533,134,124
122110002,503,110,0
122111002,639,0,0
120001102,453,65,233
122101102,552,0,0
100021000,1672,1500,774
102221001,195,178,185
112221021,0,0,1649
001011022,431,331,0
201011022,475,95,0
201111022,596,0,0
201210010,451,331,0
201000001,2540,671,778
201000201,619,356,373
201010201,198,342,276
201010221,283,99,168
110201020,444,55,277
112201020,203,0,388
112211020,359,0,417
001120000,1662,1537,783
021120000,477,577,258
021122010,389,0,214
021122011,404,0,400
221122011,1591,0,0
102010012,335,339,144
001000221,1095,85,127
101000221,706,62,0
021000120,821,432,0
021001120,497,355,0
221001120,528,95,0
221121120,0,1155,0
011200201,407,359,0
211200201,0,511,0
000011020,2907,648,354
010211220,195,386,0
010211221,367,424,0
000221010,671,381,276
010221010,264,374,157
010221012,219,213,223
110221012,403,0,405
112221012,0,0,1617
010201000,2018,1083,785
210201000,575,598,128
210201001,340,371,135
212201011,409,408,0
212201211,0,1208,0
020002101,1105,161,0
120002101,602,128,0
002021011,326,483,0
202021011,303,304,0
202021111,628,0,0
012200010,861,299,167
012210010,741,0,0
201000021,1001,97,268
201001021,799,0,0
000020211,305,729,228
010020211,0,651,135
012020211,0,568,0
210120010,133,531,144
212120010,197,391,0
212120011,403,400,0
212120211,0,1203,0
112100200,150,703,0
112100202,0,581,0
102120100,807,0,0
211000002,568,715,0
211100002,272,549,0
211102002,441,208,0
010200012,911,297,115
011200012,538,253,0
211200012,308,318,0
211201012,0,799,0
211221012,0,1229,0
011201020,634,131,0
011221020,590,0,0
011221120,781,0,0
001000210,1826,968,1193
001002210,635,179,570
011002210,545,141,131
211002210,290,107,207
211012210,576,0,0
010201020,727,159,387
012211020,192,0,382
012211021,403,0,380
211002000,589,383,415
211202010,288,310,0
211202011,0,842,0
211222011,0,1200,0
010002120,818,184,281
010002121,414,140,283
010022121,214,212,222
110022121,436,387,0
001021020,787,556,0
001021120,356,441,0
201021121,625,0,0
001200211,370,489,0
201200211,0,623,0
012200101,423,75,274
012220101,301,104,185
112220101,0,396,393
112222101,0,1214,0
020112000,799,219,288
020112001,482,160,137
020112021,565,0,0
120112021,595,0,0
200012010,975,175,147
200012011,503,155,153
220012011,317,124,208
011220000,749,587,0
011221000,586,226,0
010002001,2189,979,858
210102201,183,0,391
211102201,0,0,781
100002102,910,416,0
110002102,408,374,0
110122102,558,0,0
002201010,719,322,265
002211010,448,199,116
021020011,630,70,110
021022011,344,113,194
120021102,298,99,187
001010122,858,0,0
010001221,593,198,0
010021221,412,199,0
110021221,350,403,0
102210012,301,82,178
112210012,615,0,0
112001221,424,392,0
112021221,0,1196,0
002100120,882,174,224
102100120,786,0,0
101002020,1226,177,0
101102020,647,161,0
101122020,479,107,0
101122120,593,0,0
101221200,593,0,0
101221210,802,0,0
121221210,1579,0,0
110000202,747,545,0
110100202,190,605,0
110100222,0,613,0
000101220,778,545,0
010101220,346,462,0
012101220,288,296,0
112101220,0,759,0
112101222,0,1196,0
022021011,307,313,0
221110221,1568,0,0
221111221,1568,0,0
100012002,679,563,148
100012102,448,365,0
100212102,368,211,0
110212102,388,389,0
110212122,1597,0,0
111212122,1597,0,0
122200101,549,0,0
122200111,577,0,0
000021210,471,721,132
000021211,331,468,0
000221211,299,270,0
001221211,610,0,0
220100101,334,462,0
220120101,327,300,0
221120101,414,428,0
002210010,1023,164,132
002210011,678,122,0
002212011,592,0,0
012212011,598,0,0
020112010,250,257,268
022112010,201,396,0
022112011,401,396,0
222112011,0,1169,0
201010021,597,59,124
201210021,504,78,0
201211021,598,0,0
021201100,640,54,127
121201120,363,413,0
121201122,1595,0,0
210201100,493,139,130
210201120,365,0,201
001022001,331,591,370
001122001,284,130,393
001122021,200,190,200
101122021,395,392,0
121122021,0,1241,0
012101002,458,350,0
012101202,296,297,0
012121212,0,1183,0
002210110,510,125,130
102000001,2777,1161,200
102000021,944,259,139
102010021,752,0,0
012010000,2737,690,638
012010200,1195,185,0
012110200,648,122,0
012110202,395,186,0
012111202,597,0,0
001020210,650,333,376
001021210,509,209,139
021021210,421,0,206
021021211,614,0,0
100220010,470,572,269
100220011,352,445,0
121220011,421,399,0
202012110,386,184,0
212012110,585,0,0
000212100,1270,91,0
000212101,818,0,0
000212121,617,0,0
010212121,831,0,0
012212121,1581,0,0
101202210,492,110,0
101202211,403,405,0
200120001,623,312,405
210120001,275,137,392
210120201,186,198,196
210121201,374,402,0
212121201,0,1180,0
001000120,2888,906,191
121221120,0,1148,0
010220010,333,857,151
010220110,206,469,143
010220112,0,395,205
010221112,0,374,392
110102202,321,304,0
111102202,620,0,0
010122001,379,152,239
210122001,175,0,405
211122001,0,0,811
020000110,2707,865,379
020020110,958,218,119
021020110,443,206,131
221020110,347,183,0
221021110,405,388,0
210010012,816,0,0
211200001,332,441,0
211202121,1509,0,0
212010000,952,97,263
212010010,761,0,0
110102020,678,118,0
100100202,385,700,256
200102110,472,345,0
220102110,522,93,0
220102111,615,0,0
002001210,637,742,0
002021211,0,616,0
001002120,1006,186,119
101002120,695,133,0
121102120,607,0,0
120002001,998,182,151
120002011,593,57,152
120202011,501,90,0
120212011,624,0,0
011020200,867,298,146
011020210,318,329,114
211020210,0,387,219
211221210,0,1168,0
122101020,503,101,0
122111020,617,0,0
201102000,685,126,527
201102100,536,141,127
201112102,582,0,0
120000120,997,327,0
121000120,463,320,0
121202121,1584,0,0
121212121,1584,0,0
001010220,637,500,124
001110220,304,318,125
021110220,470,96,0
021110221,787,0,0
100112002,216,474,145
100112022,325,298,0
110112022,0,796,0
112112022,0,1198,0
022010001,842,421,0
022010011,454,362,0
022010211,414,187,0
022011211,460,382,0
200110020,927,94,272
200111020,769,0,0
201200100,1124,236,0
201200101,725,71,0
201220101,513,101,0
211220101,395,416,0
211222101,0,1212,0
011120220,464,90,0
002100010,1794,2255,0
022100010,675,645,0
022101010,304,473,0
222101010,0,588,0
002021101,307,220,289
102221101,357,0,401
102221121,0,0,1588
212001010,448,281,0
212021010,165,401,0
212021110,380,411,0
212021112,0,1257,0
021001210,453,63,294
021211210,0,402,382
021211212,0,0,1542
010112022,222,423,0
010112122,433,384,0
001221120,483,106,0
100020120,814,427,127
110221122,1648,0,0
010000102,1990,1547,429
010020102,508,708,124
010021102,259,413,125
121020001,189,486,121
121020021,0,594,0
021011002,590,60,128
021011022,500,101,0
021111022,552,0,0
020201001,1143,178,0
010010212,791,0,0
001201002,720,355,253
001201102,546,133,120
001221102,202,182,188
101221102,419,0,375
201012210,292,118,208
000021201,711,622,0
210021211,0,762,0
212021211,0,1192,0
002010102,544,566,258
102010102,218,312,268
122010102,319,93,222
122110102,602,0,0
222121110,0,1168,0
001210200,654,516,125
111210202,635,0,0
200200011,754,500,0
200201011,355,373,0
200221011,474,98,0
200221111,587,0,0
100010020,2970,736,196
120010020,1172,82,0
120010120,726,0,0
120010122,586,0,0
120110122,572,0,0
020101020,771,486,0
020101221,529,116,0
120101221,406,399,0
120121221,0,1220,0
000102012,632,607,141
001102012,523,128,139
001102212,404,0,216
200211001,192,444,128
202110100,187,500,128
202112100,0,386,207
210022110,291,270,0
220110210,293,96,190
200021112,0,573,0
012012100,300,328,108
212012100,286,120,178
110202210,516,103,0
020101120,373,363,0
022101120,414,184,0
201001002,557,740,0
211001002,133,660,0
211011202,0,843,0
211011222,0,1222,0
201200001,904,403,0
211220001,327,301,0
202100110,213,540,0
202120110,306,259,0
202121110,0,806,0
202121112,0,1180,0
012020001,456,630,279
100102201,526,134,119
120102201,402,0,202
120102211,412,0,399
010210012,798,0,0
010200121,387,133,298
010202121,395,212,0
011202121,360,399,0
011222121,0,1202,0
011000221,600,67,131
011002221,433,0,188
211012221,0,0,1623
011002120,579,75,113
211002120,367,0,187
211012120,581,0,0
121210000,665,0,145
121212000,595,0,0
121212001,592,0,0
201110002,683,62,0
201112002,617,0,0
201112012,779,0,0
000010210,2782,676,589
100210210,693,0,125
102210210,639,0,0
112210210,615,0,0
101022210,311,93,197
101022211,0,383,396
101222211,0,1208,0
020021100,549,694,122
220121100,0,593,0
112201021,426,0,400
112201221,1691,0,0
112211221,4773,0,0
221110200,389,0,189
221111200,611,0,0
102000100,2510,643,803
122000100,1104,79,127
122010100,626,62,144
122210100,439,0,216
122211100,425,0,353
122211102,0,0,1554
102122110,583,0,0
012001201,272,527,0
212001201,186,423,0
212011201,386,413,0
221000010,942,208,133
221100010,507,139,123
221100210,402,0,209
110200201,585,203,0
110220201,292,285,0
111220201,582,0,0
201020001,867,183,269
201120001,440,80,269
201122001,215,0,405
211122021,0,0,1626
011022100,184,485,146
011022120,301,107,203
011022121,0,400,396
102020001,428,710,131
102020101,533,126,133
102220101,272,100,228
112220121,0,0,1615
121010020,665,142,0
121012020,629,0,0
121112020,799,0,0
112001200,258,505,0
112001220,198,369,0
010021000,1486,1949,574
010221000,707,321,269
110221000,428,133,261
110221200,392,187,0
110221210,391,388,0
110221212,1640,0,0
111221212,4788,0,0
012211120,0,0,804
012211122,0,0,1646
012000010,2095,1655,214
212000010,962,341,0
212000011,578,212,0
212200111,598,0,0
210010021,253,141,402
210210021,216,206,206
210210121,402,0,422
112012000,478,349,0
112012200,488,95,0
000001021,2624,843,589
002001021,587,365,397
202001121,0,181,410
202011121,0,391,401
222011121,0,1127,0
020001201,1024,301,0
020101201,526,250,0
020111221,589,0,0
022101210,287,307,0
022111210,589,0,0
112000201,382,440,0
010102200,790,286,244
010102210,456,200,136
210102210,374,0,196
210112210,574,0,0
001210020,1118,162,0
200001021,953,164,243
200011021,523,139,122
100012020,1158,158,0
100012021,789,0,0
120012000,1105,92,139
212121102,0,1246,0
120112002,298,104,193
222100101,0,548,0
210012100,585,77,133
210012102,472,110,0
210012112,583,0,0
112010002,215,472,123
112010022,0,397,198
112110022,0,824,0
112110222,0,1188,0
211002001,111,261,420
211022001,0,178,397
211022011,0,383,393
120110200,627,66,135
120110220,518,115,0
000102102,817,450,0
001112122,565,0,0
011220010,179,634,0
211220010,0,639,0
211220110,0,788,0
200200111,758,0,0
102210100,403,115,268
102210102,0,192,405
112210102,0,396,371
010022211,0,387,184
010122211,0,423,359
012122211,0,1256,0
200012001,785,194,360
210012001,480,72,271
210012201,275,96,193
200020011,823,283,128
210020011,318,327,148
212020011,382,220,0
212122011,1575,0,0
121201210,390,0,368
000101122,572,205,0
020101122,470,96,0
120101122,585,0,0
010202001,765,562,0
010212001,721,54,0
012212001,597,0,0
012201000,600,240,531
012221001,195,204,219
100201021,576,74,133
100221021,291,102,222
101221021,587,0,0
212110000,558,70,146
212110020,400,0,199
212110120,384,0,401
212112120,0,0,1561
021010020,1254,87,0
021110122,604,0,0
012210100,446,65,293
012210102,298,101,224
012211102,407,0,413
100000122,1175,73,139
100010122,649,59,157
102102100,801,0,0
112200000,595,346,413
112201200,380,220,0
112211200,760,0,0
112211202,1540,0,0
112211212,4767,0,0
000211122,373,0,239
001002010,2191,943,798
021102012,406,0,234
021102112,792,0,0
102101200,354,451,0
102121200,0,560,0
000101221,601,226,0
000121221,277,313,0
010121221,384,394,0
210121221,1611,0,0
122112210,1579,0,0
122112211,4907,0,0
020211012,191,0,402
120100120,818,0,0
200200110,1050,205,0
201200110,605,183,0
021000021,1006,325,0
121000021,430,357,0
121002021,398,195,0
121012021,599,0,0
020001010,2009,1133,784
221001012,398,174,0
221001112,435,395,0
221021112,0,1203,0
021012000,1055,0,278
121012000,661,0,125
100200102,567,232,517
102200112,0,191,375
102210112,0,367,388
122210112,0,0,1634
011022102,313,310,0
011122102,437,399,0
211122102,0,1181,0
102110002,397,413,0
012000012,656,603,128
112000012,216,475,127
112200012,297,109,188
011020122,422,198,0
111020122,635,0,0
211000201,202,303,236
211100221,383,0,417
000200121,818,197,238
000210121,681,0,122
200210121,425,0,184
201210121,652,0,0
012021100,295,134,389
212021100,211,205,208
212021101,371,0,406
212221101,1576,0,0
102201100,258,0,551
122201100,395,0,189
122211120,1560,0,0
020110210,491,73,246
020112210,211,0,387
120102010,463,61,260
122102010,508,87,0
221102010,376,0,169
221102011,394,0,392
112020001,117,542,137
112220001,0,421,200
201020010,468,672,121
201020011,518,130,144
201020211,321,113,210
211020211,0,407,371
211220211,0,1214,0
221121000,274,312,0
101201020,666,126,0
101221020,501,90,0
111221020,596,0,0
002112000,610,549,127
002112010,330,467,0
022112110,0,761,0
222112110,0,1154,0
102120000,699,655,0
102121000,299,459,0
102121002,396,203,0
102121102,612,0,0
020010120,1150,95,0
020010121,690,139,0
020012121,607,0,0
021012121,556,0,0
110220100,214,306,270
112220100,0,171,413
112221100,0,0,781
112221102,0,0,1593
200000121,570,208,511
200100121,162,273,402
200102121,217,0,404
000012021,1063,0,264
000012121,637,0,133
200012121,372,0,178
200112121,417,0,388
202112121,0,0,1579
011010022,444,340,0
011010222,0,617,0
121010200,398,128,272
121010220,367,186,0
121010221,529,0,0
210110002,660,133,0
210110202,503,99,0
012210000,967,93,320
112212120,1572,0,0
012010002,736,414,134
012010102,338,356,145
212010102,498,101,0
212110102,353,404,0
212110122,1538,0,0
010202112,290,275,0
010212112,566,0,0
022000111,798,0,0
000211102,491,0,300
201101020,547,282,0
201101220,497,104,0
211101220,404,382,0
200021100,467,734,119
200021101,518,135,113
202021101,297,93,173
211021120,394,384,0
020011200,1003,176,146
020011201,680,126,0
022011201,531,92,0
112201012,423,0,387
120000102,999,79,248
120210112,419,0,418
010200211,201,595,0
012200211,287,323,0
121020211,428,0,401
022201110,300,86,203
022201111,583,0,0
110200212,594,0,0
111200212,574,0,0
210020010,285,866,163
210120211,0,408,373
000120001,1666,1547,782
020120001,502,683,145
021120001,333,321,138
021120201,265,105,212
021120211,366,0,398
221120211,1555,0,0
002001102,699,238,390
012001102,414,132,258
012021102,205,190,211
112021102,381,0,400
112021122,1581,0,0
201201120,594,0,0
201201121,575,0,0
010002012,723,558,0
010012012,760,0,0
001020121,201,456,122
021020121,0,591,0
110010202,383,426,0
110210202,482,100,0
110211202,353,379,0
122002101,567,0,0
122012101,622,0,0
200210001,652,559,134
220211001,287,311,0
220211121,1581,0,0
221211121,1581,0,0
102010020,944,197,141
112010020,396,282,132
112010122,0,438,396
021200001,1104,179,0
021202111,643,0,0
000012120,1108,77,131
002112121,383,0,411
021122001,208,205,221
021122211,0,0,1573
100022011,194,413,131
120022011,303,96,199
121022011,0,422,381
121222011,0,1196,0
112210002,311,74,179
112211002,383,0,385
200211010,315,464,0
200211210,0,618,0
000012012,838,338,121
101212012,786,0,0
121212012,1621,0,0
101012020,716,55,0
101212020,556,0,0
111212020,575,0,0
012010020,732,234,431
112012020,401,189,0
212011012,594,0,0
100202100,712,556,0
102202110,302,283,0
112202110,0,809,0
112202112,0,1162,0
021010120,743,0,0
100001220,675,688,0
100101220,220,589,0
100121220,0,598,0
100121221,0,820,0
022010100,694,520,127
022110100,404,389,0
222110100,0,577,0
102001002,692,199,375
102001102,383,0,402
102021102,414,0,198
110202100,377,471,0
012020011,324,481,0
021020101,401,410,0
221020101,510,106,0
221020111,579,0,0
012002010,758,547,0
112002010,197,602,0
112022010,0,617,0
112122010,0,794,0
112122210,0,1193,0
212010211,595,0,0
200120121,0,207,420
