total_games,100000000
state,p1_win_prob
000000001,0.4999999999999978
000000021,0.9999999999999947
000000121,0.4999999999990462
000002121,0.995447538927154
100002121,0.9971600447654881
100022121,0.998227580227973
100122121,1
100202121,0.998227580227973
100212121,1
000000201,0.9999999999999947
000000211,2.17e-322
000002211,0.9999999999999967
000012211,0.9999999999999978
000212211,0.9999999999999989
010212211,1
000002001,0.9999999999999947
000002011,0.9999999999999956
000022011,0.9999999999999989
000022111,1
000020001,0.49999999999999833
000020011,0.4999999999999989
000020211,0.49999999999999944
000021211,4.4e-323
002021211,0
000020101,0.4999999999999989
000020121,0.49999999999999944
000021121,2.2540928963557417e-15
020021121,0
000021001,0.4999999999999978
000021021,0.9999999999999989
001021021,1
000001000,0.5000000000000056
000001002,0.5000000000000044
000001012,0.49999999999999833
000001212,0.9999999999999967
000011212,0.9999999999999978
000211212,0.9999999999999989
010211212,1
000200001,0.9999999999999944
000200011,2.17e-322
000200211,1.73e-322
000201211,4.4e-323
200201211,0
010000000,0.4999999999999978
010000002,0.9999999999999947
010010002,0.5000000000000033
010012002,0.9999999999999989
010012012,1
002011212,0.9999999999999989
002111212,1
000200101,0.9999999999999956
000200121,0.9999999999999967
000201121,0.5000000001660413
002201121,0.5000000000000022
002211121,0.5000000000000011
022211121,0.9999999992457459
122211121,1
000221121,0.997932736816414
001221121,1
000202101,0.9999999999999989
000202111,1
001000000,0.5000000000000056
001000002,0.9999999999999947
001000012,0.5000000000000056
001000212,0.9999999999999967
001001212,4.4329246868969313e-60
001021212,0.5000000000000022
001121212,4.4e-323
201121212,0
002000001,0.9999999999999944
002000011,0.9999999999999956
002000211,0.9999999999999967
002001211,4.4e-323
002000101,0.9999999999999956
002000121,0.9999999999999967
002010121,0.4999999991736747
002012121,0.9999999999999989
102012121,1
002002101,0.9999999999999989
002002111,1
002210121,0.9990901423417817
102210121,1
002020101,0.9999999999999989
002020111,1
020000001,0.9999999999999947
020000011,0.5000000000000022
020000211,0.5000000000000011
020001211,4.530012150646416e-24
020021211,0.9999999998925974
021021211,1
200000001,0.9999999999999947
200000011,1.8785407195998947e-172
