total_games,100
state,p1_win_prob
000000001,0.5006794479495578
000000021,0.5008608105999471
000000121,0.4998217332226562
000002121,0.5000003046875
000012121,0.5
000212121,0.5
100212121,1
010002121,0.5000060937499999
010022121,0.5000625
010122121,0.50125
012122121,0.525
112122121,1
010202121,0.5000625
010212121,0.50125
012212121,0.525
112212121,1
000000201,0.5010669906775493
000000211,0.49988109375
000002211,0.5000625
010002211,0.4999375
010022211,0.49875
010122211,0.475
012122211,0
000012211,0.50125
000212211,0.525
010212211,1
000002001,0.5009240392108886
000002011,0.5044764449218749
000022011,0.5487500000000001
000022111,1
000020001,0.5008211819789519
000020011,0.4999375
000020211,0.4975625
000021211,0.475
002021211,0
000020101,0.49981875
000020121,0.49643437500000004
000021121,0.475
020021121,0
000120121,0.475
020120121,0
000021001,0.5006047853111868
000021021,0.525
100021021,0.475
120021021,0
200021001,0.525
201021001,1
000202011,0.525
100202011,0.475
100222011,0
001020121,0.475
021020121,0
000010021,0.5056554765625
000010221,0.5487500000000001
100010221,1
000012021,0.525
100012021,1
000000010,0.5000029765625
000000012,0.5000625
000000112,0.5
000002112,0.5
000102112,0.475
002102112,0
010020001,0.5
010020021,0.5
010020121,0.5
010220121,0.5
010221121,0.5
012221121,0.5
112221121,0.5
001021021,1
000200001,0.5008709328538661
000200011,0.4999375
000200211,0.49875
000201211,0.475
200201211,0
000210211,0.475
200210211,0
000200101,0.5029679511419409
000200121,0.5005433425
000201121,0.503342530859375
000221121,0.525
001221121,1
010000000,0.500003125
010000002,0.5000625
010000012,0.50125
010000212,0.525
010010212,1
000202101,0.525
000202111,1
002000001,0.5010817107940997
002100001,0.49994046875
002100021,0.5000625
002100121,0.50332484375
002102121,0.5487500000000001
102102121,1
002100201,0.49875
002100211,0.475
002120211,0
002000011,0.4999375
002000211,0.49875
002001211,0.475
002000101,0.5040279104485815
002000121,0.5004991875
002002101,0.525
002002111,1
000120211,0.475
000001201,0.505497398046875
000001221,0.5487500000000001
001001221,1
020000001,0.501048270686443
020000011,0.5053840623965333
020000211,0.50018125
020001211,0.5024375
020021211,0.525
021021211,1
100000000,0.500000007069336
100000002,0.500000148828125
100000012,0.5000029765625
100000212,0.50005953125
100001212,0.4999375
100021212,0.49875
100121212,0.475
102121212,0
200000001,0.5009390256225952
200000011,0.4999375
200000211,0.49875
200001211,0.475
200000101,0.5054968748965333
200000121,0.5000625
200001121,0.50125
200021121,0.525
200121121,0.475
220121121,0
000021201,0.525
001021201,1
201021121,1
000012001,0.50125
000012201,0.525
100012201,1
100010212,0.50125
100012212,0.525
110012212,1
002002011,0.5487500000000001
002102011,0.500003125
002102211,0.5000625
002112211,0.50125
022112211,0.525
122112211,1
200002101,0.525
200002111,1
020002011,0.525
020002111,1
000221001,0.525
001221001,1
002020101,0.525
002020111,1
002200101,0.525
002200111,1
000220101,0.525
000220111,1
200020101,0.525
200020111,1
020020011,0.525
020020111,1
100000201,0.50125
100000221,0.525
000201201,0.525
001201201,1
002021001,0.496912090591748
002021011,0.45125
020200101,0.525
020200111,1
200200101,0.525
200200111,1
020200011,0.525
000210021,0.525
100210021,1
020021001,0.525
021021001,1
002001201,0.5000625
002011201,0.50125
002011221,0.525
002111221,1
022000101,0.525
022000111,1
002201121,0.5001218749999999
002211121,0.50125
022211121,0.5487500000000001
122211121,1
000100000,0.49999999923828126
000100020,0.50000015625
000100021,0.500003125
000100221,0.5000625
000101221,0.50125
000121221,0.525
001121221,1
202000101,0.525
202100101,0.475
222100101,0
022000011,0.525
002010021,0.525
102010021,1
002021101,0.49978565625000004
002221101,0.525
002221111,1
002021121,0.49892828125
002121121,0.475
022121121,0
100000020,0.5
100000021,0.5
100020021,0.49875
100020121,0.475
120020121,0
000010000,0.500003125
000010002,0.5000625
000010012,0.50125
000010212,0.525
000012012,0.525
010012012,1
210000001,0.5000000078125
210000021,0.50000015625
210000121,0.500003125
210002121,0.5000625
210012121,0.50125
210212121,0.525
211212121,1
202000111,1
020201121,0.525
021201121,1
200002011,0.525
002120121,0.525
102120121,1
220000011,0.525
220000111,1
012021121,0.5
212021121,0.5
212121121,0.5
020010021,0.525
120010021,1
200201121,0.525
201201121,1
020001201,0.525
021001201,1
002121001,0.475
002121201,0
220000101,0.525
012021001,0.475
012021201,0
022100121,0.525
122100121,1
102021001,0.475
102021201,0
020201211,0.525
021201211,1
202100121,0.49875
202101121,0.475
222101121,0
200001201,0.525
201001201,1
000120001,0.4999375
000120021,0.49875
000121021,0.475
020121021,0
000100002,0.4999999921875
000100012,0.49999984375
000100212,0.499996875
000101212,0.4999375
000121212,0.49875
001121212,0.475
201121212,0
000110002,0.50125
000110022,0.525
000111022,1
202021101,0.525
202021111,1
000000210,0.50000015625
000001210,0.500003125
000001212,0.5000625
000011212,0.50125
000211212,0.525
010211212,1
